"","Volume","Taxon name"
"Hordeum brachyantherum subsp. californicum","Volume 24","Hordeum brachyantherum subsp. californicum"
"Hordeum jubatum","Volume 24","Hordeum jubatum"
"Hordeum jubatum subsp. intermedium","Volume 24","Hordeum jubatum subsp. intermedium"
"Hordeum jubatum subsp. jubatum","Volume 24","Hordeum jubatum subsp. jubatum"
"Hordeum secalinum","Volume 24","Hordeum secalinum"
"Hygroamblystegium varium var. varium","Volume 28","Hygroamblystegium varium var. varium"
"Hygrohypnum alpestre","Volume 28","Hygrohypnum alpestre"
"Hygrohypnum duriusculum","Volume 28","Hygrohypnum duriusculum"
"Hygrohypnum luridum","Volume 28","Hygrohypnum luridum"
"Hygrohypnum ochraceum","Volume 28","Hygrohypnum ochraceum"
"Hygrohypnum smithii","Volume 28","Hygrohypnum smithii"
"Hylocomiastrum pyrenaicum","Volume 28","Hylocomiastrum pyrenaicum"
"Hylocomiastrum umbratum","Volume 28","Hylocomiastrum umbratum"
"Hylocomium splendens","Volume 28","Hylocomium splendens"
"Hymenostylium recurvirostrum var. recurvirostrum","Volume 27","Hymenostylium recurvirostrum var. recurvirostrum"
"Hypnum bambergeri","Volume 28","Hypnum bambergeri"
"Hypnum cupressiforme var. cupressiforme","Volume 28","Hypnum cupressiforme var. cupressiforme"
"Hypnum imponens","Volume 28","Hypnum imponens"
"Hypnum lindbergii","Volume 28","Hypnum lindbergii"
"Hypnum pallescens","Volume 28","Hypnum pallescens"
"Hypnum plicatulum","Volume 28","Hypnum plicatulum"
"Hypnum recurvatum","Volume 28","Hypnum recurvatum"
"Hypnum revolutum var. revolutum","Volume 28","Hypnum revolutum var. revolutum"
"Hypnum vaucheri","Volume 28","Hypnum vaucheri"
"Imbribryum alpinum","Volume 28","Imbribryum alpinum"
"Imbribryum miniatum","Volume 28","Imbribryum miniatum"
"Imbribryum muehlenbeckii","Volume 28","Imbribryum muehlenbeckii"
"Iris hookeri","Volume 26","Iris hookeri"
"Iris versicolor","Volume 26","Iris versicolor"
"Isopterygiopsis muelleriana","Volume 28","Isopterygiopsis muelleriana"
"Isopterygiopsis pulchella","Volume 28","Isopterygiopsis pulchella"
"Juncus alpinoarticulatus","Volume 22","Juncus alpinoarticulatus"
"Juncus anthelatus","Volume 22","Juncus anthelatus"
"Juncus arcticus var. balticus","Volume 22","Juncus arcticus var. balticus"
"Juncus brevicaudatus","Volume 22","Juncus brevicaudatus"
"Juncus bufonius","Volume 22","Juncus bufonius"
"Juncus dudleyi","Volume 22","Juncus dudleyi"
"Juncus filiformis","Volume 22","Juncus filiformis"
"Juncus nodosus","Volume 22","Juncus nodosus"
"Juncus stygius var. americanus","Volume 22","Juncus stygius var. americanus"
"Juncus subtilis","Volume 22","Juncus subtilis"
"Juncus trifidus","Volume 22","Juncus trifidus"
"Juncus triglumis var. albescens","Volume 22","Juncus triglumis var. albescens"
"Kalmia procumbens","Volume 8","Kalmia procumbens"
"Kobresia myosuroides","Volume 23","Kobresia myosuroides"
"Kobresia simpliciuscula","Volume 23","Kobresia simpliciuscula"
"Lactuca biennis","Volume 19","Lactuca biennis"
"Lemna turionifera","Volume 22","Lemna turionifera"
"Lepidium densiflorum","Volume 7","Lepidium densiflorum"
"Leptobryum pyriforme","Volume 28","Leptobryum pyriforme"
"Leptodictyum riparium","Volume 28","Leptodictyum riparium"
"Lescuraea saxicola","Volume 28","Lescuraea saxicola"
"Leskeella nervosa","Volume 28","Leskeella nervosa"
"Leymus","Volume 24","Leymus"
"Leymus californicus","Volume 24","Leymus californicus"
"Leymus mollis","Volume 24","Leymus mollis"
"Leymus mollis subsp. mollis","Volume 24","Leymus mollis subsp. mollis"
"Leymus mollis subsp. villosissimus","Volume 24","Leymus mollis subsp. villosissimus"
"Leymus salina","Volume 24","Leymus salina"
"Leymus salina subsp. mojavensis","Volume 24","Leymus salina subsp. mojavensis"
"Leymus salina subsp. salina","Volume 24","Leymus salina subsp. salina"
"Leymus salina subsp. salmonis","Volume 24","Leymus salina subsp. salmonis"
"Limosella aquatica","Volume 17","Limosella aquatica"
"Limosella australis","Volume 17","Limosella australis"
"Linaria vulgaris","Volume 17","Linaria vulgaris"
"Listera auriculata","Volume 26","Listera auriculata"
"Listera borealis","Volume 26","Listera borealis"
"Listera cordata var. cordata","Volume 26","Listera cordata var. cordata"
"Loeskypnum badium","Volume 28","Loeskypnum badium"
"Loeskypnum wickesiae","Volume 28","Loeskypnum wickesiae"
"Luzula multiflora","Volume 22","Luzula multiflora"
"Luzula parviflora","Volume 22","Luzula parviflora"
"Luzula spicata","Volume 22","Luzula spicata"
"Lysimachia terrestris","Volume 8","Lysimachia terrestris"
"Maianthemum canadense","Volume 26","Maianthemum canadense"
"Maianthemum trifolium","Volume 26","Maianthemum trifolium"
"Malaxis monophyllos var. brachypoda","Volume 26","Malaxis monophyllos var. brachypoda"
"Matricaria discoidea","Volume 19","Matricaria discoidea"
"Meesia longiseta","Volume 28","Meesia longiseta"
"Meesia triquetra","Volume 28","Meesia triquetra"
"Meesia uliginosa","Volume 28","Meesia uliginosa"
"Micranthes foliolosa","Volume 8","Micranthes foliolosa"
"Mielichhoferia elongata","Volume 28","Mielichhoferia elongata"
"Milium","Volume 24","Milium"
"Milium effusum","Volume 24","Milium effusum"
"Minuartia dawsonensis","Volume 5","Minuartia dawsonensis"
"Minuartia groenlandica","Volume 5","Minuartia groenlandica"
"Minuartia rubella","Volume 5","Minuartia rubella"
"Mitella nuda","Volume 8","Mitella nuda"
"Mnium hornum","Volume 28","Mnium hornum"
"Mnium lycopodioides","Volume 28","Mnium lycopodioides"
"Mnium marginatum","Volume 28","Mnium marginatum"
"Mnium spinulosum","Volume 28","Mnium spinulosum"
"Mnium stellare","Volume 28","Mnium stellare"
"Mnium thomsonii","Volume 28","Mnium thomsonii"
"Moehringia lateriflora","Volume 5","Moehringia lateriflora"
"Moneses uniflora","Volume 8","Moneses uniflora"
"Monotropa uniflora","Volume 8","Monotropa uniflora"
"Montia fontana","Volume 4","Montia fontana"
"Muhlenbergia","Volume 25","Muhlenbergia"
"Muhlenbergia diversiglumis","Volume 25","Muhlenbergia diversiglumis"
"Muhlenbergia glabrifloris","Volume 25","Muhlenbergia glabrifloris"
"Muhlenbergia sericea","Volume 25","Muhlenbergia sericea"
"Muhlenbergia uniflora","Volume 25","Muhlenbergia uniflora"
"Myurella julacea","Volume 28","Myurella julacea"
"Myurella sibirica","Volume 28","Myurella sibirica"
"Myurella tenerrima","Volume 28","Myurella tenerrima"
"Neckera complanata","Volume 28","Neckera complanata"
"Neckera pennata","Volume 28","Neckera pennata"
"Niphotrichum canescens subsp. canescens","Volume 27","Niphotrichum canescens subsp. canescens"
"Niphotrichum ericoides","Volume 27","Niphotrichum ericoides"
"Oclemena nemoralis","Volume 20","Oclemena nemoralis"
"Omalotheca norvegica","Volume 19","Omalotheca norvegica"
"Omalotheca supina","Volume 19","Omalotheca supina"
"Orthilia secunda","Volume 8","Orthilia secunda"
"Orthothecium chryseum var. chryseum","Volume 28","Orthothecium chryseum var. chryseum"
"Orthotrichum alpestre","Volume 28","Orthotrichum alpestre"
"Orthotrichum anomalum","Volume 28","Orthotrichum anomalum"
"Orthotrichum elegans","Volume 28","Orthotrichum elegans"
"Orthotrichum obtusifolium","Volume 28","Orthotrichum obtusifolium"
"Orthotrichum pylaisii","Volume 28","Orthotrichum pylaisii"
"Orthotrichum sordidum","Volume 28","Orthotrichum sordidum"
"Orthotrichum speciosum","Volume 28","Orthotrichum speciosum"
"Oxalis montana","Volume 12","Oxalis montana"
"Oxyria digyna","Volume 5","Oxyria digyna"
"Packera aurea","Volume 20","Packera aurea"
"Packera pauciflora","Volume 20","Packera pauciflora"
"Packera paupercula","Volume 20","Packera paupercula"
"Paludella squarrosa","Volume 28","Paludella squarrosa"
"Palustriella falcata","Volume 28","Palustriella falcata"
"Parnassia kotzebuei","Volume 12","Parnassia kotzebuei"
"Parnassia palustris","Volume 12","Parnassia palustris"
"Parnassia parviflora","Volume 12","Parnassia parviflora"
"Pedicularis flammea","Volume 17","Pedicularis flammea"
"Persicaria amphibia","Volume 5","Persicaria amphibia"
"Persicaria lapathifolia","Volume 5","Persicaria lapathifolia"
"Persicaria maculosa","Volume 5","Persicaria maculosa"
"Petasites frigidus","Volume 20","Petasites frigidus"
"Petasites frigidus var. palmatus","Volume 20","Petasites frigidus var. palmatus"
"Philonotis fontana var. fontana","Volume 28","Philonotis fontana var. fontana"
"Phleum","Volume 24","Phleum"
"Phleum alpinum","Volume 24","Phleum alpinum"
"Phleum phleoides","Volume 24","Phleum phleoides"
"Phleum pratense","Volume 24","Phleum pratense"
"Phyllodoce caerulea","Volume 8","Phyllodoce caerulea"
"Physaria arctica","Volume 7","Physaria arctica"
"Plagiobryum demissum","Volume 28","Plagiobryum demissum"
"Plagiobryum zieri","Volume 28","Plagiobryum zieri"
"Plagiomnium ciliare","Volume 28","Plagiomnium ciliare"
"Plagiomnium cuspidatum","Volume 28","Plagiomnium cuspidatum"
"Plagiomnium ellipticum","Volume 28","Plagiomnium ellipticum"
"Plagiomnium medium","Volume 28","Plagiomnium medium"
"Plagiomnium rostratum","Volume 28","Plagiomnium rostratum"
"Plagiopus oederianus","Volume 28","Plagiopus oederianus"
"Plagiothecium cavifolium","Volume 28","Plagiothecium cavifolium"
"Plagiothecium denticulatum","Volume 28","Plagiothecium denticulatum"
"Plagiothecium laetum","Volume 28","Plagiothecium laetum"
"Plantago major","Volume 17","Plantago major"
"Plantago maritima","Volume 17","Plantago maritima"
"Platanthera aquilonis","Volume 26","Platanthera aquilonis"
"Platanthera dilatata var. dilatata","Volume 26","Platanthera dilatata var. dilatata"
"Platanthera huronensis","Volume 26","Platanthera huronensis"
"Platanthera macrophylla","Volume 26","Platanthera macrophylla"
"Platanthera obtusata","Volume 26","Platanthera obtusata"
"Platydictya confervoides","Volume 28","Platydictya confervoides"
"Platydictya jungermannioides","Volume 28","Platydictya jungermannioides"
"Platydictya subtilis","Volume 28","Platydictya subtilis"
"Pleurozium schreberi","Volume 28","Pleurozium schreberi"
"Poa","Volume 24","Poa"
"Poa alpina","Volume 24","Poa alpina"
"Poa alpina subsp. alpina","Volume 24","Poa alpina subsp. alpina"
"Poa alpina subsp. vivipara","Volume 24","Poa alpina subsp. vivipara"
"Poa annua","Volume 24","Poa annua"
"Poa arctica","Volume 24","Poa arctica"
"Poa arctica subsp. aperta","Volume 24","Poa arctica subsp. aperta"
"Poa arctica subsp. arctica","Volume 24","Poa arctica subsp. arctica"
"Poa arctica subsp. caespitans","Volume 24","Poa arctica subsp. caespitans"
"Poa arctica subsp. grayana","Volume 24","Poa arctica subsp. grayana"
"Poa arctica subsp. lanata","Volume 24","Poa arctica subsp. lanata"
"Poa compressa","Volume 24","Poa compressa"
"Poa diaboli","Volume 24","Poa diaboli"
"Poa eminens","Volume 24","Poa eminens"
"Poa glauca","Volume 24","Poa glauca"
"Poa glauca subsp. glauca","Volume 24","Poa glauca subsp. glauca"
"Poa glauca subsp. rupicola","Volume 24","Poa glauca subsp. rupicola"
"Poa glauca var. pekulnejensis","Volume 24","Poa glauca var. pekulnejensis"
"Poa interior","Volume 24","Poa interior"
"Poa laxa","Volume 24","Poa laxa"
"Poa laxa subsp. banffiana","Volume 24","Poa laxa subsp. banffiana"
"Poa laxa subsp. fernaldiana","Volume 24","Poa laxa subsp. fernaldiana"
"Poa nemoralis","Volume 24","Poa nemoralis"
"Poa palustris","Volume 24","Poa palustris"
"Poa pratensis","Volume 24","Poa pratensis"
"Poa pratensis subsp. agassizensis","Volume 24","Poa pratensis subsp. agassizensis"
"Poa pratensis subsp. alpigena","Volume 24","Poa pratensis subsp. alpigena"
"Poa pratensis subsp. angustifolia","Volume 24","Poa pratensis subsp. angustifolia"
"Poa pratensis subsp. colpodea","Volume 24","Poa pratensis subsp. colpodea"
"Poa pratensis subsp. irrigata","Volume 24","Poa pratensis subsp. irrigata"
"Poa pratensis subsp. pratensis","Volume 24","Poa pratensis subsp. pratensis"
"Poa sect. Abbreviatae","Volume 24","Poa sect. Abbreviatae"
"Poa sect. Alpinae","Volume 24","Poa sect. Alpinae"
"Poa sect. Arctopoa","Volume 24","Poa sect. Arctopoa"
"Poa sect. Arenariae","Volume 24","Poa sect. Arenariae"
"Poa sect. Dioicopoa","Volume 24","Poa sect. Dioicopoa"
"Poa sect. Homalopoa","Volume 24","Poa sect. Homalopoa"
"Poa sect. Madropoa","Volume 24","Poa sect. Madropoa"
"Poa sect. Micrantherae","Volume 24","Poa sect. Micrantherae"
"Poa sect. Oreinos","Volume 24","Poa sect. Oreinos"
"Poa sect. Pandemos","Volume 24","Poa sect. Pandemos"
"Poa sect. Poa","Volume 24","Poa sect. Poa"
"Poa sect. Secundae","Volume 24","Poa sect. Secundae"
"Poa sect. Stenopoa","Volume 24","Poa sect. Stenopoa"
"Poa sect. Sylvestres","Volume 24","Poa sect. Sylvestres"
"Poa sect. Tichopoa","Volume 24","Poa sect. Tichopoa"
"Poa subg. Arctopoa","Volume 24","Poa subg. Arctopoa"
"Poa subg. Poa","Volume 24","Poa subg. Poa"
"Poa sublanata","Volume 24","Poa sublanata"
"Poa subsect. Epiles","Volume 24","Poa subsect. Epiles"
"Poa subsect. Halophytae","Volume 24","Poa subsect. Halophytae"
"Poa subsect. Madropoa","Volume 24","Poa subsect. Madropoa"
"Poa subsect. Poa","Volume 24","Poa subsect. Poa"
"Poa subsect. Secundae","Volume 24","Poa subsect. Secundae"
"Poa supina","Volume 24","Poa supina"
"Poa ×gaspensis","Volume 24","Poa ×gaspensis"
"Pogonatum dentatum","Volume 27","Pogonatum dentatum"
"Pogonatum urnigerum","Volume 27","Pogonatum urnigerum"
"Pohlia andalusica","Volume 28","Pohlia andalusica"
"Pohlia annotina","Volume 28","Pohlia annotina"
"Pohlia atropurpurea","Volume 28","Pohlia atropurpurea"
"Pohlia bulbifera","Volume 28","Pohlia bulbifera"
"Pohlia cruda","Volume 28","Pohlia cruda"
"Pohlia drummondii","Volume 28","Pohlia drummondii"
"Pohlia elongata","Volume 28","Pohlia elongata"
"Pohlia lescuriana","Volume 28","Pohlia lescuriana"
"Pohlia longicolla","Volume 28","Pohlia longicolla"
"Pohlia nutans","Volume 28","Pohlia nutans"
"Pohlia obtusifolia","Volume 28","Pohlia obtusifolia"
"Pohlia proligera","Volume 28","Pohlia proligera"
"Pohlia wahlenbergii","Volume 28","Pohlia wahlenbergii"
"Polygonum aviculare","Volume 5","Polygonum aviculare"
"Polygonum aviculare subsp. buxiforme","Volume 5","Polygonum aviculare subsp. buxiforme"
"Polygonum aviculare subsp. depressum","Volume 5","Polygonum aviculare subsp. depressum"
"Polygonum fowleri subsp. fowleri","Volume 5","Polygonum fowleri subsp. fowleri"
"Polygonum fowleri subsp. hudsonianum","Volume 5","Polygonum fowleri subsp. hudsonianum"
"Polytrichastrum longisetum","Volume 27","Polytrichastrum longisetum"
"Polytrichastrum pallidisetum","Volume 27","Polytrichastrum pallidisetum"
"Polytrichastrum sexangulare var. sexangulare","Volume 27","Polytrichastrum sexangulare var. sexangulare"
"Polytrichum commune var. commune","Volume 27","Polytrichum commune var. commune"
"Polytrichum juniperinum","Volume 27","Polytrichum juniperinum"
"Polytrichum piliferum","Volume 27","Polytrichum piliferum"
"Polytrichum strictum","Volume 27","Polytrichum strictum"
"Potamogeton alpinus","Volume 22","Potamogeton alpinus"
"Potamogeton confervoides","Volume 22","Potamogeton confervoides"
"Potamogeton epihydrus","Volume 22","Potamogeton epihydrus"
"Potamogeton gramineus","Volume 22","Potamogeton gramineus"
"Potamogeton oakesianus","Volume 22","Potamogeton oakesianus"
"Potamogeton perfoliatus","Volume 22","Potamogeton perfoliatus"
"Potamogeton pusillus subsp. tenuissimus","Volume 22","Potamogeton pusillus subsp. tenuissimus"
"Potentilla anglica","Volume 9","Potentilla anglica"
"Potentilla anserina","Volume 9","Potentilla anserina"
"Potentilla anserina subsp. anserina","Volume 9","Potentilla anserina subsp. anserina"
"Potentilla anserina subsp. pacifica","Volume 9","Potentilla anserina subsp. pacifica"
"Potentilla crantzii","Volume 9","Potentilla crantzii"
"Potentilla glaucophylla","Volume 9","Potentilla glaucophylla"
"Potentilla hyparctica","Volume 9","Potentilla hyparctica"
"Potentilla nivea","Volume 9","Potentilla nivea"
"Potentilla norvegica","Volume 9","Potentilla norvegica"
"Potentilla pulchella","Volume 9","Potentilla pulchella"
"Prenanthes trifoliolata","Volume 19","Prenanthes trifoliolata"
"Primula egaliksensis","Volume 8","Primula egaliksensis"
"Primula laurentiana","Volume 8","Primula laurentiana"
"Primula mistassinica","Volume 8","Primula mistassinica"
"Primula stricta","Volume 8","Primula stricta"
"Prunus pensylvanica","Volume 9","Prunus pensylvanica"
"Pseudobryum cinclidioides","Volume 28","Pseudobryum cinclidioides"
"Pseudocalliergon trifarium","Volume 28","Pseudocalliergon trifarium"
"Pseudocalliergon turgescens","Volume 28","Pseudocalliergon turgescens"
"Pseudocampylium radicale","Volume 28","Pseudocampylium radicale"
"Pseudoleskea incurvata var. incurvata","Volume 28","Pseudoleskea incurvata var. incurvata"
"Pseudoleskea patens","Volume 28","Pseudoleskea patens"
"Pseudoleskea radicosa var. compacta","Volume 28","Pseudoleskea radicosa var. compacta"
"Pseudoleskea radicosa var. radicosa","Volume 28","Pseudoleskea radicosa var. radicosa"
"Pseudoleskea stenophylla","Volume 28","Pseudoleskea stenophylla"
"Pseudoleskeella rupestris","Volume 28","Pseudoleskeella rupestris"
"Pseudoleskeella tectorum","Volume 28","Pseudoleskeella tectorum"
"Pseudotaxiphyllum elegans","Volume 28","Pseudotaxiphyllum elegans"
"Pterigynandrum filiforme","Volume 28","Pterigynandrum filiforme"
"Ptilium crista-castrensis","Volume 28","Ptilium crista-castrensis"
"Ptychostomum acutiforme","Volume 28","Ptychostomum acutiforme"
"Ptychostomum arcticum","Volume 28","Ptychostomum arcticum"
"Ptychostomum bimum","Volume 28","Ptychostomum bimum"
"Ptychostomum cernuum","Volume 28","Ptychostomum cernuum"
"Ptychostomum creberrimum","Volume 28","Ptychostomum creberrimum"
"Ptychostomum cyclophyllum","Volume 28","Ptychostomum cyclophyllum"
"Ptychostomum inclinatum","Volume 28","Ptychostomum inclinatum"
"Ptychostomum knowltonii","Volume 28","Ptychostomum knowltonii"
"Ptychostomum longisetum","Volume 28","Ptychostomum longisetum"
"Ptychostomum neodamense","Volume 28","Ptychostomum neodamense"
"Ptychostomum pallens","Volume 28","Ptychostomum pallens"
"Ptychostomum pallescens","Volume 28","Ptychostomum pallescens"
"Ptychostomum pendulum","Volume 28","Ptychostomum pendulum"
"Ptychostomum pseudotriquetrum","Volume 28","Ptychostomum pseudotriquetrum"
"Ptychostomum salinum","Volume 28","Ptychostomum salinum"
"Ptychostomum turbinatum","Volume 28","Ptychostomum turbinatum"
"Ptychostomum weigelii","Volume 28","Ptychostomum weigelii"
"Puccinellia","Volume 24","Puccinellia"
"Puccinellia distans","Volume 24","Puccinellia distans"
"Puccinellia nutkaensis","Volume 24","Puccinellia nutkaensis"
"Puccinellia phryganodes","Volume 24","Puccinellia phryganodes"
"Puccinellia pumila","Volume 24","Puccinellia pumila"
"Puccinellia tenella","Volume 24","Puccinellia tenella"
"Pylaisia polyantha","Volume 28","Pylaisia polyantha"
"Pylaisiadelpha tenuirostris","Volume 28","Pylaisiadelpha tenuirostris"
"Pyrola asarifolia subsp. asarifolia","Volume 8","Pyrola asarifolia subsp. asarifolia"
"Pyrola chlorantha","Volume 8","Pyrola chlorantha"
"Pyrola minor","Volume 8","Pyrola minor"
"Racomitrium lanuginosum","Volume 27","Racomitrium lanuginosum"
"Raphanus raphanistrum","Volume 7","Raphanus raphanistrum"
"Raphanus sativus","Volume 7","Raphanus sativus"
"Rhinanthus minor subsp. groenlandicus","Volume 17","Rhinanthus minor subsp. groenlandicus"
"Rhinanthus minor subsp. minor","Volume 17","Rhinanthus minor subsp. minor"
"Rhizomnium andrewsianum","Volume 28","Rhizomnium andrewsianum"
"Rhizomnium appalachianum","Volume 28","Rhizomnium appalachianum"
"Rhizomnium gracile","Volume 28","Rhizomnium gracile"
"Rhizomnium magnifolium","Volume 28","Rhizomnium magnifolium"
"Rhizomnium pseudopunctatum","Volume 28","Rhizomnium pseudopunctatum"
"Rhizomnium punctatum","Volume 28","Rhizomnium punctatum"
"Rhodiola rosea","Volume 8","Rhodiola rosea"
"Rhynchospora capillacea","Volume 23","Rhynchospora capillacea"
"Rhynchospora fusca","Volume 23","Rhynchospora fusca"
"Rhytidiadelphus subpinnatus","Volume 28","Rhytidiadelphus subpinnatus"
"Rhytidiadelphus triquetrus","Volume 28","Rhytidiadelphus triquetrus"
"Rhytidium rugosum","Volume 28","Rhytidium rugosum"
"Ribes glandulosum","Volume 8","Ribes glandulosum"
"Ribes lacustre","Volume 8","Ribes lacustre"
"Ribes triste","Volume 8","Ribes triste"
"Ribes uva-crispa","Volume 8","Ribes uva-crispa"
"Rorippa palustris subsp. hispida","Volume 7","Rorippa palustris subsp. hispida"
"Rorippa palustris subsp. palustris","Volume 7","Rorippa palustris subsp. palustris"
"Rosulabryum capillare","Volume 28","Rosulabryum capillare"
"Rubus arcticus subsp. acaulis","Volume 9","Rubus arcticus subsp. acaulis"
"Rubus chamaemorus","Volume 9","Rubus chamaemorus"
"Rubus idaeus subsp. strigosus","Volume 9","Rubus idaeus subsp. strigosus"
"Rubus pubescens","Volume 9","Rubus pubescens"
"Sagina caespitosa","Volume 5","Sagina caespitosa"
"Salix arctica","Volume 7","Salix arctica"
"Salix arctophila","Volume 7","Salix arctophila"
"Salix argyrocarpa","Volume 7","Salix argyrocarpa"
"Salix ballii","Volume 7","Salix ballii"
"Salix bebbiana","Volume 7","Salix bebbiana"
"Salix calcicola var. calcicola","Volume 7","Salix calcicola var. calcicola"
"Salix candida","Volume 7","Salix candida"
"Salix cordata","Volume 7","Salix cordata"
"Salix discolor","Volume 7","Salix discolor"
"Salix glauca var. cordifolia","Volume 7","Salix glauca var. cordifolia"
"Salix herbacea","Volume 7","Salix herbacea"
"Salix humilis var. humilis","Volume 7","Salix humilis var. humilis"
"Salix lucida","Volume 7","Salix lucida"
"Salix pedicellaris","Volume 7","Salix pedicellaris"
"Salix pellita","Volume 7","Salix pellita"
"Salix planifolia","Volume 7","Salix planifolia"
"Salix pyrifolia","Volume 7","Salix pyrifolia"
"Salix reticulata","Volume 7","Salix reticulata"
"Salix serissima","Volume 7","Salix serissima"
"Salix uva-ursi","Volume 7","Salix uva-ursi"
"Salix vestita","Volume 7","Salix vestita"
"Salsola tragus","Volume 4","Salsola tragus"
"Sanguisorba canadensis","Volume 9","Sanguisorba canadensis"
"Sanionia uncinata","Volume 28","Sanionia uncinata"
"Sarmentypnum exannulatum","Volume 28","Sarmentypnum exannulatum"
"Sarmentypnum sarmentosum","Volume 28","Sarmentypnum sarmentosum"
"Sarracenia purpurea subsp. purpurea","Volume 8","Sarracenia purpurea subsp. purpurea"
"Saxifraga aizoides","Volume 8","Saxifraga aizoides"
"Saxifraga cespitosa","Volume 8","Saxifraga cespitosa"
"Saxifraga oppositifolia subsp. oppositifolia","Volume 8","Saxifraga oppositifolia subsp. oppositifolia"
"Saxifraga paniculata","Volume 8","Saxifraga paniculata"
"Saxifraga rivularis subsp. rivularis","Volume 8","Saxifraga rivularis subsp. rivularis"
"Schedonorus","Volume 24","Schedonorus"
"Schedonorus pratensis","Volume 24","Schedonorus pratensis"
"Scheuchzeria palustris","Volume 22","Scheuchzeria palustris"
"Schizachne","Volume 24","Schizachne"
"Schizachne purpurascens","Volume 24","Schizachne purpurascens"
"Schoenoplectus pungens","Volume 23","Schoenoplectus pungens"
"Schoenoplectus subterminalis","Volume 23","Schoenoplectus subterminalis"
"Schoenoplectus tabernaemontani","Volume 23","Schoenoplectus tabernaemontani"
"Scirpus atrocinctus","Volume 23","Scirpus atrocinctus"
"Scirpus cyperinus","Volume 23","Scirpus cyperinus"
"Scirpus hattorianus","Volume 23","Scirpus hattorianus"
"Scirpus microcarpus","Volume 23","Scirpus microcarpus"
"Sciuro-hypnum plumosum","Volume 28","Sciuro-hypnum plumosum"
"Sciuro-hypnum populeum","Volume 28","Sciuro-hypnum populeum"
"Sciuro-hypnum reflexum","Volume 28","Sciuro-hypnum reflexum"
"Scorpidium revolvens","Volume 28","Scorpidium revolvens"
"Scorpidium scorpioides","Volume 28","Scorpidium scorpioides"
"Senecio pseudoarnica","Volume 20","Senecio pseudoarnica"
"Senecio vulgaris","Volume 20","Senecio vulgaris"
"Sibbaldia procumbens","Volume 9","Sibbaldia procumbens"
"Sibbaldiopsis tridentata","Volume 9","Sibbaldiopsis tridentata"
"Silene acaulis","Volume 5","Silene acaulis"
"Silene suecica","Volume 5","Silene suecica"
"Sinapis arvensis","Volume 7","Sinapis arvensis"
"Solidago macrophylla","Volume 20","Solidago macrophylla"
"Solidago multiradiata","Volume 20","Solidago multiradiata"
"Solidago rugosa var. rugosa","Volume 20","Solidago rugosa var. rugosa"
"Solidago uliginosa","Volume 20","Solidago uliginosa"
"Sonchus asper","Volume 19","Sonchus asper"
"Sorbus decora","Volume 9","Sorbus decora"
"Sparganium angustifolium","Volume 22","Sparganium angustifolium"
"Sparganium emersum","Volume 22","Sparganium emersum"
"Sparganium hyperboreum","Volume 22","Sparganium hyperboreum"
"Sparganium natans","Volume 22","Sparganium natans"
"Spiraea alba var. latifolia","Volume 9","Spiraea alba var. latifolia"
"Splachnum ampullaceum","Volume 28","Splachnum ampullaceum"
"Splachnum sphaericum","Volume 28","Splachnum sphaericum"
"Splachnum vasculosum","Volume 28","Splachnum vasculosum"
"Stellaria borealis subsp. borealis","Volume 5","Stellaria borealis subsp. borealis"
"Stellaria crassifolia","Volume 5","Stellaria crassifolia"
"Stellaria graminea","Volume 5","Stellaria graminea"
"Stellaria humifusa","Volume 5","Stellaria humifusa"
"Stellaria longifolia","Volume 5","Stellaria longifolia"
"Stellaria longipes subsp. longipes","Volume 5","Stellaria longipes subsp. longipes"
"Stellaria media","Volume 5","Stellaria media"
"Straminergon stramineum","Volume 28","Straminergon stramineum"
"Streptopus amplexifolius","Volume 26","Streptopus amplexifolius"
"Streptopus lanceolatus","Volume 26","Streptopus lanceolatus"
"Stuckenia filiformis subsp. alpina","Volume 22","Stuckenia filiformis subsp. alpina"
"Stuckenia filiformis subsp. occidentalis","Volume 22","Stuckenia filiformis subsp. occidentalis"
"Subularia aquatica subsp. americana","Volume 7","Subularia aquatica subsp. americana"
"Symphyotrichum novi-belgii var. novibelgii","Volume 20","Symphyotrichum novi-belgii var. novibelgii"
"Symphyotrichum puniceum var. puniceum","Volume 20","Symphyotrichum puniceum var. puniceum"
"Taraxacum ceratophorum","Volume 19","Taraxacum ceratophorum"
"Taraxacum lapponicum","Volume 19","Taraxacum lapponicum"
"Taraxacum officinale","Volume 19","Taraxacum officinale"
"Tayloria lingulata","Volume 28","Tayloria lingulata"
"Tayloria serrata","Volume 28","Tayloria serrata"
"Tetraphis geniculata","Volume 27","Tetraphis geniculata"
"Tetraphis pellucida var. pellucida","Volume 27","Tetraphis pellucida var. pellucida"
"Tetraplodon angustatus","Volume 28","Tetraplodon angustatus"
"Tetraplodon mnioides","Volume 28","Tetraplodon mnioides"
"Tetraplodon pallidus","Volume 28","Tetraplodon pallidus"
"Thlaspi arvense","Volume 7","Thlaspi arvense"
"Tofieldia pusilla","Volume 26","Tofieldia pusilla"
"Tomentypnum falcifolium","Volume 28","Tomentypnum falcifolium"
"Tomentypnum nitens","Volume 28","Tomentypnum nitens"
"Torreyochloa","Volume 24","Torreyochloa"
"Torreyochloa pallida","Volume 24","Torreyochloa pallida"
