"","Volume","Taxon name"
"Rumex crispus","Volume 5","Rumex crispus"
"Rumex fueginus","Volume 5","Rumex fueginus"
"Rumex longifolius","Volume 5","Rumex longifolius"
"Rumex occidentalis","Volume 5","Rumex occidentalis"
"Rumex pseudonatronatus","Volume 5","Rumex pseudonatronatus"
"Rumex stenophyllus","Volume 5","Rumex stenophyllus"
"Rumex triangulivalvis","Volume 5","Rumex triangulivalvis"
"Rumex venosus","Volume 5","Rumex venosus"
"Ruppia cirrhosa","Volume 22","Ruppia cirrhosa"
"Saelania glaucescens","Volume 27","Saelania glaucescens"
"Sagina caespitosa","Volume 5","Sagina caespitosa"
"Sagina nodosa","Volume 5","Sagina nodosa"
"Sagina nodosa subsp. borealis","Volume 5","Sagina nodosa subsp. borealis"
"Sagittaria cuneata","Volume 22","Sagittaria cuneata"
"Sagittaria latifolia","Volume 22","Sagittaria latifolia"
"Sagittaria rigida","Volume 22","Sagittaria rigida"
"Salicornia rubra","Volume 4","Salicornia rubra"
"Salix alaxensis","Volume 7","Salix alaxensis"
"Salix alaxensis var. alaxensis","Volume 7","Salix alaxensis var. alaxensis"
"Salix alaxensis var. longistylis","Volume 7","Salix alaxensis var. longistylis"
"Salix amygdaloides","Volume 7","Salix amygdaloides"
"Salix arbusculoides","Volume 7","Salix arbusculoides"
"Salix arctophila","Volume 7","Salix arctophila"
"Salix athabascensis","Volume 7","Salix athabascensis"
"Salix bebbiana","Volume 7","Salix bebbiana"
"Salix brachycarpa","Volume 7","Salix brachycarpa"
"Salix brachycarpa var. brachycarpa","Volume undefined","Salix brachycarpa var. brachycarpa"
"Salix calcicola","Volume 7","Salix calcicola"
"Salix calcicola var. calcicola","Volume 7","Salix calcicola var. calcicola"
"Salix candida","Volume 7","Salix candida"
"Salix discolor","Volume 7","Salix discolor"
"Salix famelica","Volume 7","Salix famelica"
"Salix fuscescens","Volume 7","Salix fuscescens"
"Salix glauca","Volume 7","Salix glauca"
"Salix glauca var. cordifolia","Volume 7","Salix glauca var. cordifolia"
"Salix glauca var. villosa","Volume 7","Salix glauca var. villosa"
"Salix herbacea","Volume 7","Salix herbacea"
"Salix humilis","Volume 7","Salix humilis"
"Salix humilis var. humilis","Volume 7","Salix humilis var. humilis"
"Salix interior","Volume 7","Salix interior"
"Salix lasiandra","Volume 7","Salix lasiandra"
"Salix lasiandra var. lasiandra","Volume 7","Salix lasiandra var. lasiandra"
"Salix lucida","Volume 7","Salix lucida"
"Salix maccalliana","Volume 7","Salix maccalliana"
"Salix myrtillifolia","Volume 7","Salix myrtillifolia"
"Salix pedicellaris","Volume 7","Salix pedicellaris"
"Salix pellita","Volume 7","Salix pellita"
"Salix pentandra","Volume 7","Salix pentandra"
"Salix petiolaris","Volume 7","Salix petiolaris"
"Salix planifolia","Volume 7","Salix planifolia"
"Salix pseudomonticola","Volume 7","Salix pseudomonticola"
"Salix pseudomyrsinites","Volume 7","Salix pseudomyrsinites"
"Salix pyrifolia","Volume 7","Salix pyrifolia"
"Salix reticulata","Volume 7","Salix reticulata"
"Salix richardsonii","Volume 7","Salix richardsonii"
"Salix scouleriana","Volume 7","Salix scouleriana"
"Salix serissima","Volume 7","Salix serissima"
"Salix vestita","Volume 7","Salix vestita"
"Salix ×fragilis","Volume 7","Salix ×fragilis"
"Salsola tragus","Volume 4","Salsola tragus"
"Sanguinaria canadensis","Volume 3","Sanguinaria canadensis"
"Sanionia uncinata","Volume 28","Sanionia uncinata"
"Saponaria officinalis","Volume 5","Saponaria officinalis"
"Sarmentypnum exannulatum","Volume 28","Sarmentypnum exannulatum"
"Sarmentypnum sarmentosum","Volume 28","Sarmentypnum sarmentosum"
"Sarmentypnum trichophyllum","Volume 28","Sarmentypnum trichophyllum"
"Sarmentypnum tundrae","Volume 28","Sarmentypnum tundrae"
"Sarracenia purpurea","Volume 8","Sarracenia purpurea"
"Sarracenia purpurea subsp. purpurea","Volume 8","Sarracenia purpurea subsp. purpurea"
"Saxifraga aizoides","Volume 8","Saxifraga aizoides"
"Saxifraga cernua","Volume 8","Saxifraga cernua"
"Saxifraga cespitosa","Volume 8","Saxifraga cespitosa"
"Saxifraga hirculus","Volume 8","Saxifraga hirculus"
"Saxifraga hyperborea","Volume 8","Saxifraga hyperborea"
"Saxifraga oppositifolia","Volume 8","Saxifraga oppositifolia"
"Saxifraga oppositifolia subsp. oppositifolia","Volume 8","Saxifraga oppositifolia subsp. oppositifolia"
"Saxifraga paniculata","Volume 8","Saxifraga paniculata"
"Saxifraga tricuspidata","Volume 8","Saxifraga tricuspidata"
"Schedonnardus","Volume 25","Schedonnardus"
"Schedonnardus paniculatus","Volume 25","Schedonnardus paniculatus"
"Schedonorus","Volume 24","Schedonorus"
"Schedonorus pratensis","Volume 24","Schedonorus pratensis"
"Scheuchzeria palustris","Volume 22","Scheuchzeria palustris"
"Schistidium papillosum","Volume 27","Schistidium papillosum"
"Schistidium pulchrum","Volume 27","Schistidium pulchrum"
"Schistidium rivulare","Volume 27","Schistidium rivulare"
"Schistidium subjulaceum","Volume 27","Schistidium subjulaceum"
"Schistidium tenerum","Volume 27","Schistidium tenerum"
"Schizachne","Volume 24","Schizachne"
"Schizachne purpurascens","Volume 24","Schizachne purpurascens"
"Schizachyrium","Volume 25","Schizachyrium"
"Schizachyrium scoparium","Volume 25","Schizachyrium scoparium"
"Schizachyrium scoparium var. scoparium","Volume 25","Schizachyrium scoparium var. scoparium"
"Schoenoplectus acutus","Volume 23","Schoenoplectus acutus"
"Schoenoplectus acutus var. acutus","Volume 23","Schoenoplectus acutus var. acutus"
"Schoenoplectus heterochaetus","Volume 23","Schoenoplectus heterochaetus"
"Schoenoplectus pungens","Volume 23","Schoenoplectus pungens"
"Schoenoplectus tabernaemontani","Volume 23","Schoenoplectus tabernaemontani"
"Schoenoplectus torreyi","Volume 23","Schoenoplectus torreyi"
"Scirpus atrocinctus","Volume 23","Scirpus atrocinctus"
"Scirpus atrovirens","Volume 23","Scirpus atrovirens"
"Scirpus cyperinus","Volume 23","Scirpus cyperinus"
"Scirpus microcarpus","Volume 23","Scirpus microcarpus"
"Scirpus pallidus","Volume 23","Scirpus pallidus"
"Sciuro-hypnum curtum","Volume 28","Sciuro-hypnum curtum"
"Sciuro-hypnum plumosum","Volume 28","Sciuro-hypnum plumosum"
"Sciuro-hypnum populeum","Volume 28","Sciuro-hypnum populeum"
"Sciuro-hypnum reflexum","Volume 28","Sciuro-hypnum reflexum"
"Scolochloa","Volume 24","Scolochloa"
"Scolochloa festucacea","Volume 24","Scolochloa festucacea"
"Scorpidium cossonii","Volume 28","Scorpidium cossonii"
"Scorpidium revolvens","Volume 28","Scorpidium revolvens"
"Scorpidium scorpioides","Volume 28","Scorpidium scorpioides"
"Secale","Volume 24","Secale"
"Secale cereale","Volume 24","Secale cereale"
"Secale strictum","Volume 24","Secale strictum"
"Sedum acre","Volume 8","Sedum acre"
"Selaginella densa","Volume 2","Selaginella densa"
"Selaginella rupestris","Volume 2","Selaginella rupestris"
"Selaginella selaginoides","Volume 2","Selaginella selaginoides"
"Seligeria calcarea","Volume 27","Seligeria calcarea"
"Senecio eremophilus","Volume 20","Senecio eremophilus"
"Senecio eremophilus var. eremophilus","Volume 20","Senecio eremophilus var. eremophilus"
"Senecio integerrimus","Volume 20","Senecio integerrimus"
"Senecio integerrimus var. integerrimus","Volume 20","Senecio integerrimus var. integerrimus"
"Senecio viscosus","Volume 20","Senecio viscosus"
"Senecio vulgaris","Volume 20","Senecio vulgaris"
"Setaria","Volume 25","Setaria"
"Setaria adhaerans","Volume 25","Setaria adhaerans"
"Setaria chapmanii","Volume 25","Setaria chapmanii"
"Setaria italica","Volume 25","Setaria italica"
"Setaria pumila","Volume 25","Setaria pumila"
"Setaria pumila subsp. pallidefusca","Volume 25","Setaria pumila subsp. pallidefusca"
"Setaria pumila subsp. pumila","Volume 25","Setaria pumila subsp. pumila"
"Setaria subg. Paurochaetium","Volume 25","Setaria subg. Paurochaetium"
"Setaria subg. Ptychophyllum","Volume 25","Setaria subg. Ptychophyllum"
"Setaria subg. Reverchoniae","Volume 25","Setaria subg. Reverchoniae"
"Setaria subg. Setaria","Volume 25","Setaria subg. Setaria"
"Setaria verticillata","Volume 25","Setaria verticillata"
"Setaria viridis","Volume 25","Setaria viridis"
"Setaria viridis var. viridis","Volume 25","Setaria viridis var. viridis"
"Shinnersoseris rostrata","Volume 19","Shinnersoseris rostrata"
"Sibbaldiopsis tridentata","Volume 9","Sibbaldiopsis tridentata"
"Silene antirrhina","Volume 5","Silene antirrhina"
"Silene chalcedonica","Volume 5","Silene chalcedonica"
"Silene csereii","Volume 5","Silene csereii"
"Silene dioica","Volume 5","Silene dioica"
"Silene drummondii subsp. drummondii","Volume 5","Silene drummondii subsp. drummondii"
"Silene involucrata subsp. involucrata","Volume 5","Silene involucrata subsp. involucrata"
"Silene involucrata subsp. tenella","Volume 5","Silene involucrata subsp. tenella"
"Silene latifolia","Volume 5","Silene latifolia"
"Silene menziesii","Volume 5","Silene menziesii"
"Silene noctiflora","Volume 5","Silene noctiflora"
"Silene uralensis subsp. ogilviensis","Volume 5","Silene uralensis subsp. ogilviensis"
"Silene uralensis subsp. uralensis","Volume 5","Silene uralensis subsp. uralensis"
"Silene vulgaris","Volume 5","Silene vulgaris"
"Sinapis alba","Volume 7","Sinapis alba"
"Sinapis arvensis","Volume 7","Sinapis arvensis"
"Sisymbrium altissimum","Volume 7","Sisymbrium altissimum"
"Sisymbrium loeselii","Volume 7","Sisymbrium loeselii"
"Sisymbrium officinale","Volume 7","Sisymbrium officinale"
"Sisyrinchium campestre","Volume 26","Sisyrinchium campestre"
"Sisyrinchium montanum var. montanum","Volume 26","Sisyrinchium montanum var. montanum"
"Sisyrinchium mucronatum","Volume 26","Sisyrinchium mucronatum"
"Smilax lasioneura","Volume 26","Smilax lasioneura"
"Solidago altissima","Volume 20","Solidago altissima"
"Solidago altissima subsp. altissima","Volume 20","Solidago altissima subsp. altissima"
"Solidago altissima subsp. gilvocanescens","Volume 20","Solidago altissima subsp. gilvocanescens"
"Solidago canadensis","Volume 20","Solidago canadensis"
"Solidago canadensis var. canadensis","Volume 20","Solidago canadensis var. canadensis"
"Solidago gigantea","Volume 20","Solidago gigantea"
"Solidago hispida","Volume 20","Solidago hispida"
"Solidago juncea","Volume 20","Solidago juncea"
"Solidago lepida","Volume 20","Solidago lepida"
"Solidago lepida var. lepida","Volume 20","Solidago lepida var. lepida"
"Solidago lepida var. salebrosa","Volume 20","Solidago lepida var. salebrosa"
"Solidago missouriensis","Volume 20","Solidago missouriensis"
"Solidago mollis","Volume 20","Solidago mollis"
"Solidago multiradiata","Volume 20","Solidago multiradiata"
"Solidago nemoralis","Volume 20","Solidago nemoralis"
"Solidago nemoralis subsp. decemflora","Volume 20","Solidago nemoralis subsp. decemflora"
"Solidago nemoralis subsp. nemoralis","Volume 20","Solidago nemoralis subsp. nemoralis"
"Solidago ptarmicoides","Volume 20","Solidago ptarmicoides"
"Solidago riddellii","Volume 20","Solidago riddellii"
"Solidago rigida","Volume 20","Solidago rigida"
"Solidago rigida subsp. humilis","Volume 20","Solidago rigida subsp. humilis"
"Solidago simplex","Volume 20","Solidago simplex"
"Solidago simplex var. simplex","Volume 20","Solidago simplex var. simplex"
"Solidago uliginosa","Volume 20","Solidago uliginosa"
"Sonchus arvensis","Volume 19","Sonchus arvensis"
"Sonchus arvensis subsp. arvensis","Volume 19","Sonchus arvensis subsp. arvensis"
"Sonchus arvensis subsp. uliginosus","Volume 19","Sonchus arvensis subsp. uliginosus"
"Sonchus asper","Volume 19","Sonchus asper"
"Sonchus oleraceus","Volume 19","Sonchus oleraceus"
"Sorbaria sorbifolia","Volume 9","Sorbaria sorbifolia"
"Sorbus decora","Volume 9","Sorbus decora"
"Sorghastrum","Volume 25","Sorghastrum"
"Sorghastrum nutans","Volume 25","Sorghastrum nutans"
"Sparganium americanum","Volume 22","Sparganium americanum"
"Sparganium angustifolium","Volume 22","Sparganium angustifolium"
"Sparganium emersum","Volume 22","Sparganium emersum"
"Sparganium eurycarpum","Volume 22","Sparganium eurycarpum"
"Sparganium fluctuans","Volume 22","Sparganium fluctuans"
"Sparganium natans","Volume 22","Sparganium natans"
"Spartina","Volume 25","Spartina"
"Spartina gracilis","Volume 25","Spartina gracilis"
"Spartina pectinata","Volume 25","Spartina pectinata"
"Spergularia salina","Volume 5","Spergularia salina"
"Sphaeralcea coccinea","Volume 6","Sphaeralcea coccinea"
"Sphaeralcea coccinea var. coccinea","Volume 6","Sphaeralcea coccinea var. coccinea"
"Sphagnum angustifolium","Volume 27","Sphagnum angustifolium"
"Sphagnum annulatum","Volume 27","Sphagnum annulatum"
"Sphagnum balticum","Volume 27","Sphagnum balticum"
"Sphagnum capillifolium","Volume 27","Sphagnum capillifolium"
"Sphagnum compactum","Volume 27","Sphagnum compactum"
"Sphagnum fimbriatum subsp. fimbriatum","Volume 27","Sphagnum fimbriatum subsp. fimbriatum"
"Sphagnum fuscum","Volume 27","Sphagnum fuscum"
"Sphagnum girgensohnii","Volume 27","Sphagnum girgensohnii"
"Sphagnum lindbergii","Volume 27","Sphagnum lindbergii"
"Sphagnum magellanicum","Volume 27","Sphagnum magellanicum"
"Sphagnum obtusum","Volume 27","Sphagnum obtusum"
"Sphagnum platyphyllum","Volume 27","Sphagnum platyphyllum"
"Sphagnum pulchrum","Volume 27","Sphagnum pulchrum"
"Sphagnum quinquefarium","Volume 27","Sphagnum quinquefarium"
"Sphagnum riparium","Volume 27","Sphagnum riparium"
"Sphagnum russowii","Volume 27","Sphagnum russowii"
"Sphagnum squarrosum","Volume 27","Sphagnum squarrosum"
"Sphagnum steerei","Volume 27","Sphagnum steerei"
"Sphagnum subsecundum","Volume 27","Sphagnum subsecundum"
"Sphagnum tenellum","Volume 27","Sphagnum tenellum"
"Sphagnum teres","Volume 27","Sphagnum teres"
"Sphagnum warnstorfii","Volume 27","Sphagnum warnstorfii"
"Sphagnum wulfianum","Volume 27","Sphagnum wulfianum"
"Sphenopholis","Volume 24","Sphenopholis"
"Sphenopholis intermedia","Volume 24","Sphenopholis intermedia"
"Sphenopholis obtusata","Volume 24","Sphenopholis obtusata"
"Spiraea alba","Volume 9","Spiraea alba"
"Spiraea alba var. alba","Volume 9","Spiraea alba var. alba"
"Spiranthes lacera var. lacera","Volume 26","Spiranthes lacera var. lacera"
"Spiranthes magnicamporum","Volume 26","Spiranthes magnicamporum"
"Spiranthes romanzoffiana","Volume 26","Spiranthes romanzoffiana"
"Spirodela polyrrhiza","Volume 22","Spirodela polyrrhiza"
"Splachnum ampullaceum","Volume 28","Splachnum ampullaceum"
"Splachnum luteum","Volume 28","Splachnum luteum"
"Splachnum sphaericum","Volume 28","Splachnum sphaericum"
"Splachnum vasculosum","Volume 28","Splachnum vasculosum"
"Sporobolus","Volume 25","Sporobolus"
"Sporobolus coahuilensis","Volume 25","Sporobolus coahuilensis"
"Sporobolus compositus","Volume 25","Sporobolus compositus"
"Sporobolus compositus var. compositus","Volume 25","Sporobolus compositus var. compositus"
"Sporobolus cryptandrus","Volume 25","Sporobolus cryptandrus"
"Sporobolus heterolepis","Volume 25","Sporobolus heterolepis"
"Sporobolus jacquemontii","Volume 25","Sporobolus jacquemontii"
"Sporobolus neglectus","Volume 25","Sporobolus neglectus"
"Stegonia latifolia var. pilifera","Volume 27","Stegonia latifolia var. pilifera"
"Stellaria borealis","Volume 5","Stellaria borealis"
"Stellaria borealis subsp. borealis","Volume 5","Stellaria borealis subsp. borealis"
"Stellaria crassifolia","Volume 5","Stellaria crassifolia"
"Stellaria humifusa","Volume 5","Stellaria humifusa"
"Stellaria longifolia","Volume 5","Stellaria longifolia"
"Stellaria longipes","Volume 5","Stellaria longipes"
"Stellaria longipes subsp. longipes","Volume 5","Stellaria longipes subsp. longipes"
"Stellaria media","Volume 5","Stellaria media"
"Straminergon stramineum","Volume 28","Straminergon stramineum"
"Streptopus amplexifolius","Volume 26","Streptopus amplexifolius"
"Streptopus lanceolatus","Volume 26","Streptopus lanceolatus"
"Stuckenia filiformis","Volume 22","Stuckenia filiformis"
"Stuckenia filiformis subsp. alpina","Volume 22","Stuckenia filiformis subsp. alpina"
"Stuckenia filiformis subsp. occidentalis","Volume 22","Stuckenia filiformis subsp. occidentalis"
"Stuckenia pectinata","Volume 22","Stuckenia pectinata"
"Stuckenia vaginata","Volume 22","Stuckenia vaginata"
"Suaeda calceoliformis","Volume 4","Suaeda calceoliformis"
"Suaeda maritima","Volume 4","Suaeda maritima"
"Subularia aquatica","Volume 7","Subularia aquatica"
"Subularia aquatica subsp. americana","Volume 7","Subularia aquatica subsp. americana"
"Symphyotrichum boreale","Volume 20","Symphyotrichum boreale"
"Symphyotrichum ciliatum","Volume 20","Symphyotrichum ciliatum"
"Symphyotrichum ciliolatum","Volume 20","Symphyotrichum ciliolatum"
"Symphyotrichum cordifolium","Volume 20","Symphyotrichum cordifolium"
"Symphyotrichum ericoides","Volume 20","Symphyotrichum ericoides"
"Symphyotrichum ericoides var. ericoides","Volume 20","Symphyotrichum ericoides var. ericoides"
"Symphyotrichum ericoides var. pansum","Volume 20","Symphyotrichum ericoides var. pansum"
"Symphyotrichum falcatum","Volume 20","Symphyotrichum falcatum"
"Symphyotrichum falcatum var. commutatum","Volume 20","Symphyotrichum falcatum var. commutatum"
"Symphyotrichum falcatum var. falcatum","Volume 20","Symphyotrichum falcatum var. falcatum"
"Symphyotrichum firmum","Volume 20","Symphyotrichum firmum"
"Symphyotrichum laeve","Volume 20","Symphyotrichum laeve"
"Symphyotrichum laeve var. geyeri","Volume 20","Symphyotrichum laeve var. geyeri"
"Symphyotrichum laeve var. laeve","Volume 20","Symphyotrichum laeve var. laeve"
"Symphyotrichum lanceolatum","Volume 20","Symphyotrichum lanceolatum"
"Symphyotrichum lanceolatum var. hesperium","Volume 20","Symphyotrichum lanceolatum var. hesperium"
"Symphyotrichum lanceolatum var. hirsuticaule","Volume 20","Symphyotrichum lanceolatum var. hirsuticaule"
"Symphyotrichum lanceolatum var. lanceolatum","Volume 20","Symphyotrichum lanceolatum var. lanceolatum"
"Symphyotrichum lanceolatum var. latifolium","Volume 20","Symphyotrichum lanceolatum var. latifolium"
"Symphyotrichum lateriflorum","Volume 20","Symphyotrichum lateriflorum"
"Symphyotrichum novae-angliae","Volume 20","Symphyotrichum novae-angliae"
"Symphyotrichum puniceum","Volume 20","Symphyotrichum puniceum"
"Symphyotrichum puniceum var. puniceum","Volume 20","Symphyotrichum puniceum var. puniceum"
"Symphyotrichum robynsianum","Volume 20","Symphyotrichum robynsianum"
"Symphyotrichum sericeum","Volume 20","Symphyotrichum sericeum"
"Tanacetum bipinnatum","Volume 19","Tanacetum bipinnatum"
"Tanacetum vulgare","Volume 19","Tanacetum vulgare"
"Taraxacum ceratophorum","Volume 19","Taraxacum ceratophorum"
"Taraxacum erythrospermum","Volume 19","Taraxacum erythrospermum"
"Taraxacum officinale","Volume 19","Taraxacum officinale"
"Taxiphyllum deplanatum","Volume 28","Taxiphyllum deplanatum"
"Taxus canadensis","Volume 2","Taxus canadensis"
"Tayloria acuminata","Volume 28","Tayloria acuminata"
"Tayloria lingulata","Volume 28","Tayloria lingulata"
"Tephroseris palustris","Volume 20","Tephroseris palustris"
"Tetraphis pellucida var. pellucida","Volume 27","Tetraphis pellucida var. pellucida"
"Tetraplodon angustatus","Volume 28","Tetraplodon angustatus"
"Tetraplodon mnioides","Volume 28","Tetraplodon mnioides"
"Tetraplodon urceolatus","Volume 28","Tetraplodon urceolatus"
"Thalictrum amphibolum","Volume 3","Thalictrum amphibolum"
"Thalictrum dasycarpum","Volume 3","Thalictrum dasycarpum"
"Thalictrum dioicum","Volume 3","Thalictrum dioicum"
"Thalictrum sparsiflorum","Volume 3","Thalictrum sparsiflorum"
"Thalictrum venulosum","Volume 3","Thalictrum venulosum"
"Thelypteris palustris","Volume 2","Thelypteris palustris"
"Thelypteris palustris var. pubescens","Volume 2","Thelypteris palustris var. pubescens"
"Thladiantha dubia","Volume 6","Thladiantha dubia"
"Thlaspi arvense","Volume 7","Thlaspi arvense"
"Thuidium delicatulum var. radicans","Volume 28","Thuidium delicatulum var. radicans"
"Thuidium recognitum","Volume 28","Thuidium recognitum"
"Thuja occidentalis","Volume 2","Thuja occidentalis"
"Tilia americana","Volume 6","Tilia americana"
"Timmia megapolitana subsp. bavarica","Volume 27","Timmia megapolitana subsp. bavarica"
"Timmia megapolitana subsp. megapolitana","Volume 27","Timmia megapolitana subsp. megapolitana"
"Timmia norvegica var. norvegica","Volume 27","Timmia norvegica var. norvegica"
"Tofieldia pusilla","Volume 26","Tofieldia pusilla"
"Tomentypnum falcifolium","Volume 28","Tomentypnum falcifolium"
"Tomentypnum nitens","Volume 28","Tomentypnum nitens"
"Torreyochloa","Volume 24","Torreyochloa"
"Torreyochloa pallida","Volume 24","Torreyochloa pallida"
"Torreyochloa pallida var. fernaldii","Volume 24","Torreyochloa pallida var. fernaldii"
"Torreyochloa pallida var. pallida","Volume 24","Torreyochloa pallida var. pallida"
"Tortella fragilis","Volume 27","Tortella fragilis"
"Tortula amplexa","Volume 27","Tortula amplexa"
"Tortula cernua","Volume 27","Tortula cernua"
"Tortula mucronifolia","Volume 27","Tortula mucronifolia"
"Tortula obtusifolia","Volume 27","Tortula obtusifolia"
"Tortula systylia","Volume 27","Tortula systylia"
"Townsendia exscapa","Volume 20","Townsendia exscapa"
"Tradescantia occidentalis","Volume 22","Tradescantia occidentalis"
"Tradescantia occidentalis var. occidentalis","Volume 22","Tradescantia occidentalis var. occidentalis"
"Tragopogon dubius","Volume 19","Tragopogon dubius"
"Tragopogon porrifolius","Volume 19","Tragopogon porrifolius"
"Tragopogon pratensis","Volume 19","Tragopogon pratensis"
"Triadenum fraseri","Volume 6","Triadenum fraseri"
"Triantha glutinosa","Volume 26","Triantha glutinosa"
"Trichophorum alpinum","Volume 23","Trichophorum alpinum"
"Trichophorum cespitosum","Volume 23","Trichophorum cespitosum"
"Trichostomum crispulum","Volume 27","Trichostomum crispulum"
"Trientalis borealis","Volume 8","Trientalis borealis"
"Triglochin maritima","Volume 22","Triglochin maritima"
"Triglochin palustris","Volume 22","Triglochin palustris"
"Trillium cernuum","Volume 26","Trillium cernuum"
"Tripleurospermum inodorum","Volume 19","Tripleurospermum inodorum"
"Tripleurospermum maritimum","Volume 19","Tripleurospermum maritimum"
"Tripleurospermum maritimum subsp. phaeocephalum","Volume 19","Tripleurospermum maritimum subsp. phaeocephalum"
"Trisetum","Volume 24","Trisetum"
"Trisetum cernuum","Volume 24","Trisetum cernuum"
"Trisetum spicatum","Volume 24","Trisetum spicatum"
"Triticum","Volume 24","Triticum"
"Triticum aestivum","Volume 24","Triticum aestivum"
"Triticum boeoticum","Volume 24","Triticum boeoticum"
"Triticum carthlicum","Volume 24","Triticum carthlicum"
"Triticum dicoccoides","Volume 24","Triticum dicoccoides"
"Triticum dicoccum","Volume 24","Triticum dicoccum"
"Triticum durum","Volume 24","Triticum durum"
"Triticum monococcum","Volume 24","Triticum monococcum"
"Triticum polonicum","Volume 24","Triticum polonicum"
"Triticum timopheevii","Volume 24","Triticum timopheevii"
"Triticum turgidum","Volume 24","Triticum turgidum"
"Triticum urartu","Volume 24","Triticum urartu"
"Turritis glabra","Volume 7","Turritis glabra"
"Typha angustifolia","Volume 22","Typha angustifolia"
"Typha latifolia","Volume 22","Typha latifolia"
"Ulmus americana","Volume 3","Ulmus americana"
"Ulota curvifolia","Volume 28","Ulota curvifolia"
"Urtica dioica","Volume 3","Urtica dioica"
"Urtica dioica subsp. gracilis","Volume 3","Urtica dioica subsp. gracilis"
"Urtica urens","Volume 3","Urtica urens"
"Uvularia grandiflora","Volume 26","Uvularia grandiflora"
"Uvularia sessilifolia","Volume 26","Uvularia sessilifolia"
"Vaccaria hispanica","Volume 5","Vaccaria hispanica"
"Vaccinium angustifolium","Volume 8","Vaccinium angustifolium"
"Vaccinium cespitosum","Volume 8","Vaccinium cespitosum"
"Vaccinium myrtilloides","Volume 8","Vaccinium myrtilloides"
"Vaccinium oxycoccos","Volume 8","Vaccinium oxycoccos"
"Vaccinium uliginosum","Volume 8","Vaccinium uliginosum"
"Vaccinium vitis-idaea","Volume 8","Vaccinium vitis-idaea"
"Vahlodea","Volume 24","Vahlodea"
"Vahlodea atropurpurea","Volume 24","Vahlodea atropurpurea"
"Vallisneria americana","Volume 22","Vallisneria americana"
"Verbascum phlomoides","Volume 17","Verbascum phlomoides"
"Verbascum thapsus","Volume 17","Verbascum thapsus"
"Verbascum thapsus subsp. thapsus","Volume 17","Verbascum thapsus subsp. thapsus"
"Vernonia fasciculata","Volume 19","Vernonia fasciculata"
"Veronica americana","Volume 17","Veronica americana"
"Veronica catenata","Volume 17","Veronica catenata"
"Veronica longifolia","Volume 17","Veronica longifolia"
"Veronica peregrina","Volume 17","Veronica peregrina"
"Veronica persica","Volume 17","Veronica persica"
"Veronica polita","Volume 17","Veronica polita"
"Veronica scutellata","Volume 17","Veronica scutellata"
"Veronicastrum virginicum","Volume 17","Veronicastrum virginicum"
"Viola adunca","Volume 6","Viola adunca"
"Viola adunca var. adunca","Volume 6","Viola adunca var. adunca"
"Viola arvensis","Volume 6","Viola arvensis"
"Viola blanda","Volume 6","Viola blanda"
"Viola canadensis","Volume 6","Viola canadensis"
"Viola canadensis var. rugulosa","Volume 6","Viola canadensis var. rugulosa"
"Viola epipsila","Volume 6","Viola epipsila"
"Viola epipsila var. repens","Volume 6","Viola epipsila var. repens"
"Viola labradorica","Volume 6","Viola labradorica"
"Viola macloskeyi","Volume 6","Viola macloskeyi"
"Viola nephrophylla","Volume 6","Viola nephrophylla"
"Viola novae-angliae","Volume 6","Viola novae-angliae"
"Viola nuttallii","Volume 6","Viola nuttallii"
"Viola palustris","Volume 6","Viola palustris"
"Viola pedatifida","Volume 6","Viola pedatifida"
"Viola pubescens","Volume 6","Viola pubescens"
"Viola pubescens var. scabriuscula","Volume 6","Viola pubescens var. scabriuscula"
"Viola renifolia","Volume 6","Viola renifolia"
"Viola selkirkii","Volume 6","Viola selkirkii"
"Viola sororia","Volume 6","Viola sororia"
"Viola tricolor","Volume 6","Viola tricolor"
"Viola tricolor var. tricolor","Volume 6","Viola tricolor var. tricolor"
"Vitis riparia","Volume 12","Vitis riparia"
"Vulpia","Volume 24","Vulpia"
"Vulpia octoflora","Volume 24","Vulpia octoflora"
"Vulpia octoflora var. octoflora","Volume 24","Vulpia octoflora var. octoflora"
"Vulpia sciurea","Volume 24","Vulpia sciurea"
"Warnstorfia fluitans","Volume 28","Warnstorfia fluitans"
"Weissia controversa","Volume 27","Weissia controversa"
"Weissia muhlenbergiana","Volume 27","Weissia muhlenbergiana"
"Wolffia columbiana","Volume 22","Wolffia columbiana"
"Woodsia alpina","Volume 2","Woodsia alpina"
"Woodsia glabella","Volume 2","Woodsia glabella"
"Woodsia ilvensis","Volume 2","Woodsia ilvensis"
"Woodsia oregana","Volume 2","Woodsia oregana"
"Woodsia oregana subsp. cathcartiana","Volume 2","Woodsia oregana subsp. cathcartiana"
"Xanthisma spinulosum","Volume 20","Xanthisma spinulosum"
"Xanthisma spinulosum var. spinulosum","Volume 20","Xanthisma spinulosum var. spinulosum"
"Xanthium strumarium","Volume 21","Xanthium strumarium"
"Zannichellia palustris","Volume 22","Zannichellia palustris"
"Zigadenus elegans","Volume 26","Zigadenus elegans"
"Zizania","Volume 24","Zizania"
"Zizania aquatica","Volume 24","Zizania aquatica"
"Zizania aquatica var. aquatica","Volume 24","Zizania aquatica var. aquatica"
"Zizania palustris","Volume 24","Zizania palustris"
"Zizania palustris var. interior","Volume 24","Zizania palustris var. interior"
