"","Volume","Taxon name"
"Polytrichastrum formosum var. formosum","Volume 27","Polytrichastrum formosum var. formosum"
"Polytrichastrum longisetum","Volume 27","Polytrichastrum longisetum"
"Polytrichastrum pallidisetum","Volume 27","Polytrichastrum pallidisetum"
"Polytrichum commune var. commune","Volume 27","Polytrichum commune var. commune"
"Polytrichum commune var. perigoniale","Volume 27","Polytrichum commune var. perigoniale"
"Polytrichum juniperinum","Volume 27","Polytrichum juniperinum"
"Polytrichum piliferum","Volume 27","Polytrichum piliferum"
"Polytrichum strictum","Volume 27","Polytrichum strictum"
"Pontederia cordata","Volume 26","Pontederia cordata"
"Populus balsamifera","Volume 7","Populus balsamifera"
"Populus grandidentata","Volume 7","Populus grandidentata"
"Populus tremuloides","Volume 7","Populus tremuloides"
"Portulaca oleracea","Volume 4","Portulaca oleracea"
"Potamogeton alpinus","Volume 22","Potamogeton alpinus"
"Potamogeton amplifolius","Volume 22","Potamogeton amplifolius"
"Potamogeton confervoides","Volume 22","Potamogeton confervoides"
"Potamogeton epihydrus","Volume 22","Potamogeton epihydrus"
"Potamogeton foliosus","Volume 22","Potamogeton foliosus"
"Potamogeton foliosus subsp. foliosus","Volume 22","Potamogeton foliosus subsp. foliosus"
"Potamogeton friesii","Volume 22","Potamogeton friesii"
"Potamogeton gramineus","Volume 22","Potamogeton gramineus"
"Potamogeton illinoensis","Volume 22","Potamogeton illinoensis"
"Potamogeton natans","Volume 22","Potamogeton natans"
"Potamogeton nodosus","Volume 22","Potamogeton nodosus"
"Potamogeton oakesianus","Volume 22","Potamogeton oakesianus"
"Potamogeton obtusifolius","Volume 22","Potamogeton obtusifolius"
"Potamogeton perfoliatus","Volume 22","Potamogeton perfoliatus"
"Potamogeton praelongus","Volume 22","Potamogeton praelongus"
"Potamogeton pulcher","Volume 22","Potamogeton pulcher"
"Potamogeton pusillus","Volume 22","Potamogeton pusillus"
"Potamogeton pusillus subsp. pusillus","Volume 22","Potamogeton pusillus subsp. pusillus"
"Potamogeton pusillus subsp. tenuissimus","Volume 22","Potamogeton pusillus subsp. tenuissimus"
"Potamogeton richardsonii","Volume 22","Potamogeton richardsonii"
"Potamogeton robbinsii","Volume 22","Potamogeton robbinsii"
"Potamogeton spirillus","Volume 22","Potamogeton spirillus"
"Potamogeton strictifolius","Volume 22","Potamogeton strictifolius"
"Potamogeton vaseyi","Volume 22","Potamogeton vaseyi"
"Potamogeton zosteriformis","Volume 22","Potamogeton zosteriformis"
"Potentilla anserina","Volume 9","Potentilla anserina"
"Potentilla anserina subsp. anserina","Volume 9","Potentilla anserina subsp. anserina"
"Potentilla anserina subsp. pacifica","Volume 9","Potentilla anserina subsp. pacifica"
"Potentilla argentea","Volume 9","Potentilla argentea"
"Potentilla intermedia","Volume 9","Potentilla intermedia"
"Potentilla norvegica","Volume 9","Potentilla norvegica"
"Potentilla recta","Volume 9","Potentilla recta"
"Potentilla simplex","Volume 9","Potentilla simplex"
"Prenanthes altissima","Volume 19","Prenanthes altissima"
"Prenanthes racemosa","Volume 19","Prenanthes racemosa"
"Prenanthes trifoliolata","Volume 19","Prenanthes trifoliolata"
"Primula laurentiana","Volume 8","Primula laurentiana"
"Primula mistassinica","Volume 8","Primula mistassinica"
"Primula veris","Volume 8","Primula veris"
"Prunus americana","Volume 9","Prunus americana"
"Prunus avium","Volume 9","Prunus avium"
"Prunus cerasus","Volume 9","Prunus cerasus"
"Prunus domestica","Volume 9","Prunus domestica"
"Prunus nigra","Volume 9","Prunus nigra"
"Prunus padus","Volume 9","Prunus padus"
"Prunus pensylvanica","Volume 9","Prunus pensylvanica"
"Prunus pumila","Volume 9","Prunus pumila"
"Prunus pumila var. depressa","Volume 9","Prunus pumila var. depressa"
"Prunus serotina","Volume 9","Prunus serotina"
"Prunus serotina var. serotina","Volume 9","Prunus serotina var. serotina"
"Prunus virginiana","Volume 9","Prunus virginiana"
"Prunus virginiana var. virginiana","Volume 9","Prunus virginiana var. virginiana"
"Pseudobryum cinclidioides","Volume 28","Pseudobryum cinclidioides"
"Pseudocalliergon turgescens","Volume 28","Pseudocalliergon turgescens"
"Pseudocampylium radicale","Volume 28","Pseudocampylium radicale"
"Pseudognaphalium macounii","Volume 19","Pseudognaphalium macounii"
"Pseudognaphalium obtusifolium","Volume 19","Pseudognaphalium obtusifolium"
"Pseudotaxiphyllum distichaceum","Volume 28","Pseudotaxiphyllum distichaceum"
"Pseudotaxiphyllum elegans","Volume 28","Pseudotaxiphyllum elegans"
"Pteridium aquilinum","Volume 2","Pteridium aquilinum"
"Pteridium aquilinum var. latiusculum","Volume 2","Pteridium aquilinum var. latiusculum"
"Pterigynandrum filiforme","Volume 28","Pterigynandrum filiforme"
"Pterospora andromedea","Volume 8","Pterospora andromedea"
"Ptilium crista-castrensis","Volume 28","Ptilium crista-castrensis"
"Ptychostomum creberrimum","Volume 28","Ptychostomum creberrimum"
"Ptychostomum pallens","Volume 28","Ptychostomum pallens"
"Puccinellia","Volume 24","Puccinellia"
"Puccinellia distans","Volume 24","Puccinellia distans"
"Puccinellia maritima","Volume 24","Puccinellia maritima"
"Puccinellia nutkaensis","Volume 24","Puccinellia nutkaensis"
"Puccinellia phryganodes","Volume 24","Puccinellia phryganodes"
"Puccinellia pumila","Volume 24","Puccinellia pumila"
"Puccinellia tenella","Volume 24","Puccinellia tenella"
"Pylaisia intricata","Volume 28","Pylaisia intricata"
"Pylaisia polyantha","Volume 28","Pylaisia polyantha"
"Pylaisia selwynii","Volume 28","Pylaisia selwynii"
"Pyrola americana","Volume 8","Pyrola americana"
"Pyrola asarifolia","Volume 8","Pyrola asarifolia"
"Pyrola asarifolia subsp. asarifolia","Volume 8","Pyrola asarifolia subsp. asarifolia"
"Pyrola chlorantha","Volume 8","Pyrola chlorantha"
"Pyrola elliptica","Volume 8","Pyrola elliptica"
"Pyrola minor","Volume 8","Pyrola minor"
"Quercus macrocarpa","Volume 3","Quercus macrocarpa"
"Quercus robur","Volume 3","Quercus robur"
"Quercus rubra","Volume 3","Quercus rubra"
"Radiola linoides","Volume 12","Radiola linoides"
"Ranunculus abortivus","Volume 3","Ranunculus abortivus"
"Ranunculus acris","Volume 3","Ranunculus acris"
"Ranunculus aquatilis","Volume 3","Ranunculus aquatilis"
"Ranunculus aquatilis var. diffusus","Volume 3","Ranunculus aquatilis var. diffusus"
"Ranunculus flabellaris","Volume 3","Ranunculus flabellaris"
"Ranunculus flammula","Volume 3","Ranunculus flammula"
"Ranunculus flammula var. ovalis","Volume 3","Ranunculus flammula var. ovalis"
"Ranunculus flammula var. reptans","Volume 3","Ranunculus flammula var. reptans"
"Ranunculus gmelinii","Volume 3","Ranunculus gmelinii"
"Ranunculus hispidus","Volume 3","Ranunculus hispidus"
"Ranunculus hispidus var. caricetorum","Volume 3","Ranunculus hispidus var. caricetorum"
"Ranunculus lapponicus","Volume 3","Ranunculus lapponicus"
"Ranunculus pensylvanicus","Volume 3","Ranunculus pensylvanicus"
"Ranunculus recurvatus","Volume 3","Ranunculus recurvatus"
"Ranunculus recurvatus var. recurvatus","Volume 3","Ranunculus recurvatus var. recurvatus"
"Ranunculus repens","Volume 3","Ranunculus repens"
"Ranunculus sceleratus","Volume 3","Ranunculus sceleratus"
"Ranunculus sceleratus var. sceleratus","Volume 3","Ranunculus sceleratus var. sceleratus"
"Raphanus raphanistrum","Volume 7","Raphanus raphanistrum"
"Raphanus sativus","Volume 7","Raphanus sativus"
"Rauiella scita","Volume 28","Rauiella scita"
"Rhamnus alnifolia","Volume 12","Rhamnus alnifolia"
"Rhamnus cathartica","Volume 12","Rhamnus cathartica"
"Rheum rhabarbarum","Volume 5","Rheum rhabarbarum"
"Rhinanthus minor","Volume 17","Rhinanthus minor"
"Rhinanthus minor subsp. groenlandicus","Volume 17","Rhinanthus minor subsp. groenlandicus"
"Rhinanthus minor subsp. minor","Volume 17","Rhinanthus minor subsp. minor"
"Rhizomnium appalachianum","Volume 28","Rhizomnium appalachianum"
"Rhizomnium magnifolium","Volume 28","Rhizomnium magnifolium"
"Rhizomnium pseudopunctatum","Volume 28","Rhizomnium pseudopunctatum"
"Rhizomnium punctatum","Volume 28","Rhizomnium punctatum"
"Rhodiola rosea","Volume 8","Rhodiola rosea"
"Rhodobryum ontariense","Volume 28","Rhodobryum ontariense"
"Rhododendron canadense","Volume 8","Rhododendron canadense"
"Rhododendron groenlandicum","Volume 8","Rhododendron groenlandicum"
"Rhynchospora alba","Volume 23","Rhynchospora alba"
"Rhynchospora capillacea","Volume 23","Rhynchospora capillacea"
"Rhynchospora capitellata","Volume 23","Rhynchospora capitellata"
"Rhynchospora fusca","Volume 23","Rhynchospora fusca"
"Rhynchostegium aquaticum","Volume 28","Rhynchostegium aquaticum"
"Rhytidiadelphus loreus","Volume 28","Rhytidiadelphus loreus"
"Rhytidiadelphus subpinnatus","Volume 28","Rhytidiadelphus subpinnatus"
"Rhytidiadelphus triquetrus","Volume 28","Rhytidiadelphus triquetrus"
"Rhytidium rugosum","Volume 28","Rhytidium rugosum"
"Ribes americanum","Volume 8","Ribes americanum"
"Ribes cynosbati","Volume 8","Ribes cynosbati"
"Ribes glandulosum","Volume 8","Ribes glandulosum"
"Ribes hirtellum","Volume 8","Ribes hirtellum"
"Ribes lacustre","Volume 8","Ribes lacustre"
"Ribes nigrum","Volume 8","Ribes nigrum"
"Ribes rubrum","Volume 8","Ribes rubrum"
"Ribes triste","Volume 8","Ribes triste"
"Rorippa palustris","Volume 7","Rorippa palustris"
"Rorippa palustris subsp. hispida","Volume 7","Rorippa palustris subsp. hispida"
"Rorippa sylvestris","Volume 7","Rorippa sylvestris"
"Rosa acicularis","Volume 9","Rosa acicularis"
"Rosa acicularis subsp. sayi","Volume 9","Rosa acicularis subsp. sayi"
"Rosa blanda","Volume 9","Rosa blanda"
"Rosa canina","Volume 9","Rosa canina"
"Rosa carolina","Volume 9","Rosa carolina"
"Rosa carolina subsp. carolina","Volume 9","Rosa carolina subsp. carolina"
"Rosa cinnamomea","Volume 9","Rosa cinnamomea"
"Rosa glauca","Volume 9","Rosa glauca"
"Rosa multiflora","Volume 9","Rosa multiflora"
"Rosa nitida","Volume 9","Rosa nitida"
"Rosa palustris","Volume 9","Rosa palustris"
"Rosa rubiginosa","Volume 9","Rosa rubiginosa"
"Rosa rubiginosa var. rubiginosa","Volume 9","Rosa rubiginosa var. rubiginosa"
"Rosa rugosa","Volume 9","Rosa rugosa"
"Rosa spinosissima","Volume 9","Rosa spinosissima"
"Rosa virginiana","Volume 9","Rosa virginiana"
"Rosulabryum capillare","Volume 28","Rosulabryum capillare"
"Rubus allegheniensis","Volume 9","Rubus allegheniensis"
"Rubus canadensis","Volume 9","Rubus canadensis"
"Rubus chamaemorus","Volume 9","Rubus chamaemorus"
"Rubus flagellaris","Volume 9","Rubus flagellaris"
"Rubus hispidus","Volume 9","Rubus hispidus"
"Rubus idaeus","Volume 9","Rubus idaeus"
"Rubus idaeus subsp. idaeus","Volume 9","Rubus idaeus subsp. idaeus"
"Rubus idaeus subsp. strigosus","Volume 9","Rubus idaeus subsp. strigosus"
"Rubus occidentalis","Volume 9","Rubus occidentalis"
"Rubus odoratus","Volume 9","Rubus odoratus"
"Rubus pensilvanicus","Volume 9","Rubus pensilvanicus"
"Rubus pubescens","Volume 9","Rubus pubescens"
"Rubus repens","Volume 9","Rubus repens"
"Rubus setosus","Volume 9","Rubus setosus"
"Rudbeckia hirta","Volume 21","Rudbeckia hirta"
"Rudbeckia hirta var. pulcherrima","Volume 21","Rudbeckia hirta var. pulcherrima"
"Rudbeckia laciniata","Volume 21","Rudbeckia laciniata"
"Rudbeckia laciniata var. laciniata","Volume 21","Rudbeckia laciniata var. laciniata"
"Rumex acetosa","Volume 5","Rumex acetosa"
"Rumex acetosella","Volume 5","Rumex acetosella"
"Rumex britannica","Volume 5","Rumex britannica"
"Rumex crispus","Volume 5","Rumex crispus"
"Rumex fueginus","Volume 5","Rumex fueginus"
"Rumex longifolius","Volume 5","Rumex longifolius"
"Rumex obtusifolius","Volume 5","Rumex obtusifolius"
"Rumex pallidus","Volume 5","Rumex pallidus"
"Rumex persicarioides","Volume 5","Rumex persicarioides"
"Rumex thyrsiflorus","Volume 5","Rumex thyrsiflorus"
"Rumex triangulivalvis","Volume 5","Rumex triangulivalvis"
"Ruppia maritima","Volume 22","Ruppia maritima"
"Saelania glaucescens","Volume 27","Saelania glaucescens"
"Sagina nodosa","Volume 5","Sagina nodosa"
"Sagina nodosa subsp. borealis","Volume 5","Sagina nodosa subsp. borealis"
"Sagina nodosa subsp. nodosa","Volume 5","Sagina nodosa subsp. nodosa"
"Sagina procumbens","Volume 5","Sagina procumbens"
"Sagittaria cuneata","Volume 22","Sagittaria cuneata"
"Sagittaria graminea","Volume 22","Sagittaria graminea"
"Sagittaria graminea subsp. graminea","Volume 22","Sagittaria graminea subsp. graminea"
"Sagittaria latifolia","Volume 22","Sagittaria latifolia"
"Sagittaria montevidensis","Volume 22","Sagittaria montevidensis"
"Sagittaria montevidensis subsp. spongiosa","Volume 22","Sagittaria montevidensis subsp. spongiosa"
"Salicornia depressa","Volume 4","Salicornia depressa"
"Salicornia maritima","Volume 4","Salicornia maritima"
"Salix alba","Volume 7","Salix alba"
"Salix bebbiana","Volume 7","Salix bebbiana"
"Salix candida","Volume 7","Salix candida"
"Salix discolor","Volume 7","Salix discolor"
"Salix eriocephala","Volume 7","Salix eriocephala"
"Salix humilis","Volume 7","Salix humilis"
"Salix humilis var. humilis","Volume 7","Salix humilis var. humilis"
"Salix interior","Volume 7","Salix interior"
"Salix lucida","Volume 7","Salix lucida"
"Salix myricoides","Volume 7","Salix myricoides"
"Salix myrtillifolia","Volume 7","Salix myrtillifolia"
"Salix nigra","Volume 7","Salix nigra"
"Salix pedicellaris","Volume 7","Salix pedicellaris"
"Salix pellita","Volume 7","Salix pellita"
"Salix pentandra","Volume 7","Salix pentandra"
"Salix petiolaris","Volume 7","Salix petiolaris"
"Salix purpurea","Volume 7","Salix purpurea"
"Salix pyrifolia","Volume 7","Salix pyrifolia"
"Salix sericea","Volume 7","Salix sericea"
"Salix serissima","Volume 7","Salix serissima"
"Salix viminalis","Volume 7","Salix viminalis"
"Salix ×fragilis","Volume 7","Salix ×fragilis"
"Salix ×sepulcralis","Volume 7","Salix ×sepulcralis"
"Salix ×smithiana","Volume 7","Salix ×smithiana"
"Salsola kali","Volume 4","Salsola kali"
"Salsola kali subsp. kali","Volume 4","Salsola kali subsp. kali"
"Salsola tragus","Volume 4","Salsola tragus"
"Samolus parviflorus","Volume 8","Samolus parviflorus"
"Sanguinaria canadensis","Volume 3","Sanguinaria canadensis"
"Sanguisorba canadensis","Volume 9","Sanguisorba canadensis"
"Sanionia orthothecioides","Volume 28","Sanionia orthothecioides"
"Sanionia uncinata","Volume 28","Sanionia uncinata"
"Saponaria officinalis","Volume 5","Saponaria officinalis"
"Sarmentypnum exannulatum","Volume 28","Sarmentypnum exannulatum"
"Sarracenia purpurea","Volume 8","Sarracenia purpurea"
"Sarracenia purpurea subsp. purpurea","Volume 8","Sarracenia purpurea subsp. purpurea"
"Saxifraga paniculata","Volume 8","Saxifraga paniculata"
"Schedonorus","Volume 24","Schedonorus"
"Schedonorus arundinaceus","Volume 24","Schedonorus arundinaceus"
"Schedonorus pratensis","Volume 24","Schedonorus pratensis"
"Scheuchzeria palustris","Volume 22","Scheuchzeria palustris"
"Schistidium agassizii","Volume 27","Schistidium agassizii"
"Schistidium apocarpum","Volume 27","Schistidium apocarpum"
"Schistidium crassithecium","Volume 27","Schistidium crassithecium"
"Schistidium liliputanum","Volume 27","Schistidium liliputanum"
"Schistidium maritimum","Volume 27","Schistidium maritimum"
"Schistidium papillosum","Volume 27","Schistidium papillosum"
"Schistidium rivulare","Volume 27","Schistidium rivulare"
"Schistidium trichodon","Volume 27","Schistidium trichodon"
"Schistostega pennata","Volume 27","Schistostega pennata"
"Schizachne","Volume 24","Schizachne"
"Schizachne purpurascens","Volume 24","Schizachne purpurascens"
"Schizachyrium","Volume 25","Schizachyrium"
"Schizachyrium scoparium","Volume 25","Schizachyrium scoparium"
"Schizachyrium scoparium var. scoparium","Volume 25","Schizachyrium scoparium var. scoparium"
"Schizaea pusilla","Volume 2","Schizaea pusilla"
"Schoenoplectus acutus","Volume 23","Schoenoplectus acutus"
"Schoenoplectus acutus var. acutus","Volume 23","Schoenoplectus acutus var. acutus"
"Schoenoplectus pungens","Volume 23","Schoenoplectus pungens"
"Schoenoplectus smithii","Volume 23","Schoenoplectus smithii"
"Schoenoplectus smithii var. levisetus","Volume 23","Schoenoplectus smithii var. levisetus"
"Schoenoplectus subterminalis","Volume 23","Schoenoplectus subterminalis"
"Schoenoplectus torreyi","Volume 23","Schoenoplectus torreyi"
"Scilla siberica","Volume 26","Scilla siberica"
"Scirpus atrocinctus","Volume 23","Scirpus atrocinctus"
"Scirpus cyperinus","Volume 23","Scirpus cyperinus"
"Scirpus hattorianus","Volume 23","Scirpus hattorianus"
"Scirpus microcarpus","Volume 23","Scirpus microcarpus"
"Scirpus pedicellatus","Volume 23","Scirpus pedicellatus"
"Scirpus pendulus","Volume 23","Scirpus pendulus"
"Sciuro-hypnum curtum","Volume 28","Sciuro-hypnum curtum"
"Sciuro-hypnum plumosum","Volume 28","Sciuro-hypnum plumosum"
"Sciuro-hypnum populeum","Volume 28","Sciuro-hypnum populeum"
"Sciuro-hypnum reflexum","Volume 28","Sciuro-hypnum reflexum"
"Sciuro-hypnum starkei","Volume 28","Sciuro-hypnum starkei"
"Scleranthus annuus subsp. annuus","Volume 5","Scleranthus annuus subsp. annuus"
"Scorpidium scorpioides","Volume 28","Scorpidium scorpioides"
"Scrophularia lanceolata","Volume 17","Scrophularia lanceolata"
"Scrophularia marilandica","Volume 17","Scrophularia marilandica"
"Secale","Volume 24","Secale"
"Secale cereale","Volume 24","Secale cereale"
"Secale strictum","Volume 24","Secale strictum"
"Sedum acre","Volume 8","Sedum acre"
"Sedum album","Volume 8","Sedum album"
"Selaginella rupestris","Volume 2","Selaginella rupestris"
"Selaginella selaginoides","Volume 2","Selaginella selaginoides"
"Seligeria brevifolia","Volume 27","Seligeria brevifolia"
"Seligeria campylopoda","Volume 27","Seligeria campylopoda"
"Seligeria diversifolia","Volume 27","Seligeria diversifolia"
"Seligeria donniana","Volume 27","Seligeria donniana"
"Seligeria recurvata","Volume 27","Seligeria recurvata"
"Senecio jacobaea","Volume 20","Senecio jacobaea"
"Senecio pseudoarnica","Volume 20","Senecio pseudoarnica"
"Senecio sylvaticus","Volume 20","Senecio sylvaticus"
"Senecio viscosus","Volume 20","Senecio viscosus"
"Senecio vulgaris","Volume 20","Senecio vulgaris"
"Setaria","Volume 25","Setaria"
"Setaria adhaerans","Volume 25","Setaria adhaerans"
"Setaria chapmanii","Volume 25","Setaria chapmanii"
"Setaria italica","Volume 25","Setaria italica"
"Setaria pumila","Volume 25","Setaria pumila"
"Setaria pumila subsp. pallidefusca","Volume 25","Setaria pumila subsp. pallidefusca"
"Setaria pumila subsp. pumila","Volume 25","Setaria pumila subsp. pumila"
"Setaria subg. Paurochaetium","Volume 25","Setaria subg. Paurochaetium"
"Setaria subg. Ptychophyllum","Volume 25","Setaria subg. Ptychophyllum"
"Setaria subg. Reverchoniae","Volume 25","Setaria subg. Reverchoniae"
"Setaria subg. Setaria","Volume 25","Setaria subg. Setaria"
"Setaria viridis","Volume 25","Setaria viridis"
"Setaria viridis var. viridis","Volume 25","Setaria viridis var. viridis"
"Sibbaldiopsis tridentata","Volume 9","Sibbaldiopsis tridentata"
"Silene antirrhina","Volume 5","Silene antirrhina"
"Silene armeria","Volume 5","Silene armeria"
"Silene chalcedonica","Volume 5","Silene chalcedonica"
"Silene coronaria","Volume 5","Silene coronaria"
"Silene dioica","Volume 5","Silene dioica"
"Silene flos-cuculi subsp. flos-cuculi","Volume 5","Silene flos-cuculi subsp. flos-cuculi"
"Silene gallica","Volume 5","Silene gallica"
"Silene latifolia","Volume 5","Silene latifolia"
"Silene noctiflora","Volume 5","Silene noctiflora"
"Silene vulgaris","Volume 5","Silene vulgaris"
"Silybum marianum","Volume 19","Silybum marianum"
"Sinapis alba","Volume 7","Sinapis alba"
"Sinapis arvensis","Volume 7","Sinapis arvensis"
"Sisymbrium altissimum","Volume 7","Sisymbrium altissimum"
"Sisymbrium loeselii","Volume 7","Sisymbrium loeselii"
"Sisymbrium officinale","Volume 7","Sisymbrium officinale"
"Sisyrinchium montanum var. crebrum","Volume 26","Sisyrinchium montanum var. crebrum"
"Sisyrinchium montanum var. montanum","Volume 26","Sisyrinchium montanum var. montanum"
"Smilax herbacea","Volume 26","Smilax herbacea"
"Solidago altissima","Volume 20","Solidago altissima"
"Solidago altissima subsp. altissima","Volume 20","Solidago altissima subsp. altissima"
"Solidago bicolor","Volume 20","Solidago bicolor"
"Solidago flexicaulis","Volume 20","Solidago flexicaulis"
"Solidago gigantea","Volume 20","Solidago gigantea"
"Solidago hispida","Volume 20","Solidago hispida"
"Solidago juncea","Volume 20","Solidago juncea"
"Solidago lepida","Volume 20","Solidago lepida"
"Solidago lepida subsp. fallax","Volume 20","Solidago lepida subsp. fallax"
"Solidago lepida var. lepida","Volume 20","Solidago lepida var. lepida"
"Solidago macrophylla","Volume 20","Solidago macrophylla"
"Solidago multiradiata","Volume 20","Solidago multiradiata"
"Solidago nemoralis","Volume 20","Solidago nemoralis"
"Solidago nemoralis subsp. nemoralis","Volume 20","Solidago nemoralis subsp. nemoralis"
"Solidago puberula","Volume 20","Solidago puberula"
"Solidago puberula subsp. puberula","Volume 20","Solidago puberula subsp. puberula"
"Solidago rugosa","Volume 20","Solidago rugosa"
"Solidago rugosa var. rugosa","Volume 20","Solidago rugosa var. rugosa"
"Solidago sempervirens","Volume 20","Solidago sempervirens"
"Solidago sempervirens subsp. sempervirens","Volume 20","Solidago sempervirens subsp. sempervirens"
"Solidago simplex","Volume 20","Solidago simplex"
"Solidago simplex var. racemosa","Volume 20","Solidago simplex var. racemosa"
"Solidago squarrosa","Volume 20","Solidago squarrosa"
"Solidago uliginosa","Volume 20","Solidago uliginosa"
"Sonchus arvensis","Volume 19","Sonchus arvensis"
"Sonchus arvensis subsp. arvensis","Volume 19","Sonchus arvensis subsp. arvensis"
"Sonchus arvensis subsp. uliginosus","Volume 19","Sonchus arvensis subsp. uliginosus"
"Sonchus asper","Volume 19","Sonchus asper"
"Sonchus oleraceus","Volume 19","Sonchus oleraceus"
"Sorbaria sorbifolia","Volume 9","Sorbaria sorbifolia"
"Sorbus americana","Volume 9","Sorbus americana"
"Sorbus aucuparia","Volume 9","Sorbus aucuparia"
"Sorbus decora","Volume 9","Sorbus decora"
"Sorbus hybrida","Volume 9","Sorbus hybrida"
"Sparganium americanum","Volume 22","Sparganium americanum"
"Sparganium angustifolium","Volume 22","Sparganium angustifolium"
"Sparganium emersum","Volume 22","Sparganium emersum"
"Sparganium eurycarpum","Volume 22","Sparganium eurycarpum"
"Sparganium fluctuans","Volume 22","Sparganium fluctuans"
"Sparganium natans","Volume 22","Sparganium natans"
"Spartina","Volume 25","Spartina"
"Spartina alterniflora","Volume 25","Spartina alterniflora"
"Spartina patens","Volume 25","Spartina patens"
"Spartina pectinata","Volume 25","Spartina pectinata"
"Spartina ×caespitosa","Volume 25","Spartina ×caespitosa"
"Spergula arvensis","Volume 5","Spergula arvensis"
"Spergularia canadensis","Volume 5","Spergularia canadensis"
"Spergularia canadensis var. canadensis","Volume 5","Spergularia canadensis var. canadensis"
"Spergularia rubra","Volume 5","Spergularia rubra"
"Spergularia salina","Volume 5","Spergularia salina"
"Sphagnum angermanicum","Volume 27","Sphagnum angermanicum"
"Sphagnum angustifolium","Volume 27","Sphagnum angustifolium"
"Sphagnum atlanticum","Volume 27","Sphagnum atlanticum"
"Sphagnum austinii","Volume 27","Sphagnum austinii"
"Sphagnum bartlettianum","Volume 27","Sphagnum bartlettianum"
"Sphagnum capillifolium","Volume 27","Sphagnum capillifolium"
"Sphagnum compactum","Volume 27","Sphagnum compactum"
"Sphagnum cuspidatum","Volume 27","Sphagnum cuspidatum"
"Sphagnum fallax","Volume 27","Sphagnum fallax"
"Sphagnum fimbriatum subsp. fimbriatum","Volume 27","Sphagnum fimbriatum subsp. fimbriatum"
"Sphagnum flavicomans","Volume 27","Sphagnum flavicomans"
"Sphagnum flexuosum","Volume 27","Sphagnum flexuosum"
"Sphagnum fuscum","Volume 27","Sphagnum fuscum"
"Sphagnum girgensohnii","Volume 27","Sphagnum girgensohnii"
"Sphagnum inundatum","Volume 27","Sphagnum inundatum"
"Sphagnum magellanicum","Volume 27","Sphagnum magellanicum"
"Sphagnum palustre","Volume 27","Sphagnum palustre"
"Sphagnum papillosum","Volume 27","Sphagnum papillosum"
"Sphagnum platyphyllum","Volume 27","Sphagnum platyphyllum"
"Sphagnum pulchrum","Volume 27","Sphagnum pulchrum"
"Sphagnum quinquefarium","Volume 27","Sphagnum quinquefarium"
"Sphagnum riparium","Volume 27","Sphagnum riparium"
"Sphagnum rubellum","Volume 27","Sphagnum rubellum"
"Sphagnum russowii","Volume 27","Sphagnum russowii"
"Sphagnum squarrosum","Volume 27","Sphagnum squarrosum"
"Sphagnum strictum","Volume 27","Sphagnum strictum"
"Sphagnum subsecundum","Volume 27","Sphagnum subsecundum"
"Sphagnum subtile","Volume 27","Sphagnum subtile"
"Sphagnum tenellum","Volume 27","Sphagnum tenellum"
"Sphagnum torreyanum","Volume 27","Sphagnum torreyanum"
"Sphagnum warnstorfii","Volume 27","Sphagnum warnstorfii"
"Sphagnum wulfianum","Volume 27","Sphagnum wulfianum"
"Sphenopholis","Volume 24","Sphenopholis"
"Sphenopholis intermedia","Volume 24","Sphenopholis intermedia"
"Sphenopholis obtusata","Volume 24","Sphenopholis obtusata"
"Spiraea alba","Volume 9","Spiraea alba"
"Spiraea alba var. latifolia","Volume 9","Spiraea alba var. latifolia"
"Spiraea tomentosa","Volume 9","Spiraea tomentosa"
"Spiraea tomentosa var. rosea","Volume 9","Spiraea tomentosa var. rosea"
"Spiraea tomentosa var. tomentosa","Volume 9","Spiraea tomentosa var. tomentosa"
"Spiranthes cernua","Volume 26","Spiranthes cernua"
"Spiranthes lacera var. lacera","Volume 26","Spiranthes lacera var. lacera"
"Spiranthes lucida","Volume 26","Spiranthes lucida"
"Spiranthes ochroleuca","Volume 26","Spiranthes ochroleuca"
"Spiranthes romanzoffiana","Volume 26","Spiranthes romanzoffiana"
"Spirodela polyrrhiza","Volume 22","Spirodela polyrrhiza"
"Splachnum ampullaceum","Volume 28","Splachnum ampullaceum"
"Splachnum pensylvanicum","Volume 28","Splachnum pensylvanicum"
"Splachnum rubrum","Volume 28","Splachnum rubrum"
"Sporobolus","Volume 25","Sporobolus"
"Sporobolus coahuilensis","Volume 25","Sporobolus coahuilensis"
"Sporobolus compositus","Volume 25","Sporobolus compositus"
"Sporobolus compositus var. compositus","Volume 25","Sporobolus compositus var. compositus"
"Sporobolus jacquemontii","Volume 25","Sporobolus jacquemontii"
"Sporobolus neglectus","Volume 25","Sporobolus neglectus"
"Sporobolus vaginiflorus","Volume 25","Sporobolus vaginiflorus"
"Sporobolus vaginiflorus var. vaginiflorus","Volume 25","Sporobolus vaginiflorus var. vaginiflorus"
"Stellaria alsine","Volume 5","Stellaria alsine"
"Stellaria borealis","Volume 5","Stellaria borealis"
"Stellaria borealis subsp. borealis","Volume 5","Stellaria borealis subsp. borealis"
"Stellaria crassifolia","Volume 5","Stellaria crassifolia"
"Stellaria graminea","Volume 5","Stellaria graminea"
"Stellaria humifusa","Volume 5","Stellaria humifusa"
"Stellaria longifolia","Volume 5","Stellaria longifolia"
"Stellaria longipes","Volume 5","Stellaria longipes"
