"","Volume","Taxon name"
"Comptonia peregrina","Volume 3","Comptonia peregrina"
"Conardia compacta","Volume 28","Conardia compacta"
"Conoclinium coelestinum","Volume 21","Conoclinium coelestinum"
"Conopholis americana","Volume 17","Conopholis americana"
"Conringia orientalis","Volume 7","Conringia orientalis"
"Consolida ajacis","Volume 3","Consolida ajacis"
"Consolida regalis","Volume 3","Consolida regalis"
"Convallaria majalis var. majalis","Volume 26","Convallaria majalis var. majalis"
"Conyza canadensis","Volume 20","Conyza canadensis"
"Coptis trifolia","Volume 3","Coptis trifolia"
"Corallorhiza maculata var. maculata","Volume 26","Corallorhiza maculata var. maculata"
"Corallorhiza maculata var. occidentalis","Volume 26","Corallorhiza maculata var. occidentalis"
"Corallorhiza odontorhiza var. odontorhiza","Volume 26","Corallorhiza odontorhiza var. odontorhiza"
"Corallorhiza odontorhiza var. pringlei","Volume 26","Corallorhiza odontorhiza var. pringlei"
"Corallorhiza striata var. striata","Volume 26","Corallorhiza striata var. striata"
"Corallorhiza trifida","Volume 26","Corallorhiza trifida"
"Coreopsis grandiflora","Volume 21","Coreopsis grandiflora"
"Coreopsis lanceolata","Volume 21","Coreopsis lanceolata"
"Coreopsis tinctoria","Volume 21","Coreopsis tinctoria"
"Coreopsis tripteris","Volume 21","Coreopsis tripteris"
"Coreopsis verticillata","Volume 21","Coreopsis verticillata"
"Corispermum americanum","Volume 4","Corispermum americanum"
"Corispermum americanum var. americanum","Volume 4","Corispermum americanum var. americanum"
"Corispermum hookeri","Volume 4","Corispermum hookeri"
"Corispermum hookeri var. hookeri","Volume 4","Corispermum hookeri var. hookeri"
"Corispermum pallasii","Volume 4","Corispermum pallasii"
"Corispermum villosum","Volume 4","Corispermum villosum"
"Cornus alternifolia","Volume 12","Cornus alternifolia"
"Cornus canadensis","Volume 12","Cornus canadensis"
"Cornus drummondii","Volume 12","Cornus drummondii"
"Cornus florida","Volume 12","Cornus florida"
"Cornus obliqua","Volume 12","Cornus obliqua"
"Cornus racemosa","Volume 12","Cornus racemosa"
"Cornus rugosa","Volume 12","Cornus rugosa"
"Cornus sericea","Volume 12","Cornus sericea"
"Corydalis aurea","Volume 3","Corydalis aurea"
"Corydalis aurea subsp. aurea","Volume 3","Corydalis aurea subsp. aurea"
"Corydalis flavula","Volume 3","Corydalis flavula"
"Corydalis sempervirens","Volume 3","Corydalis sempervirens"
"Corylus americana","Volume 3","Corylus americana"
"Corylus cornuta subsp. cornuta","Volume 3","Corylus cornuta subsp. cornuta"
"Coscinodon cribrosus","Volume 27","Coscinodon cribrosus"
"Cosmos bipinnatus","Volume 21","Cosmos bipinnatus"
"Cota tinctoria","Volume 19","Cota tinctoria"
"Cotoneaster divaricatus","Volume 9","Cotoneaster divaricatus"
"Cotoneaster lucidus","Volume 9","Cotoneaster lucidus"
"Crassula aquatica","Volume 8","Crassula aquatica"
"Crataegus beata","Volume 9","Crataegus beata"
"Crataegus brainerdii","Volume 9","Crataegus brainerdii"
"Crataegus calpodendron","Volume 9","Crataegus calpodendron"
"Crataegus chrysocarpa","Volume 9","Crataegus chrysocarpa"
"Crataegus chrysocarpa var. chrysocarpa","Volume 9","Crataegus chrysocarpa var. chrysocarpa"
"Crataegus chrysocarpa var. phoeniceoides","Volume 9","Crataegus chrysocarpa var. phoeniceoides"
"Crataegus chrysocarpa var. subrotundifolia","Volume 9","Crataegus chrysocarpa var. subrotundifolia"
"Crataegus chrysocarpa var. vigintistamina","Volume 9","Crataegus chrysocarpa var. vigintistamina"
"Crataegus coccinea","Volume 9","Crataegus coccinea"
"Crataegus coccinea var. coccinea","Volume 9","Crataegus coccinea var. coccinea"
"Crataegus coccinea var. fulleriana","Volume 9","Crataegus coccinea var. fulleriana"
"Crataegus coccinea var. pringlei","Volume 9","Crataegus coccinea var. pringlei"
"Crataegus coccinioides","Volume 9","Crataegus coccinioides"
"Crataegus cognata","Volume 9","Crataegus cognata"
"Crataegus compacta","Volume 9","Crataegus compacta"
"Crataegus crus-galli","Volume 9","Crataegus crus-galli"
"Crataegus crus-galli var. crus-galli","Volume 9","Crataegus crus-galli var. crus-galli"
"Crataegus dodgei","Volume 9","Crataegus dodgei"
"Crataegus douglasii","Volume 9","Crataegus douglasii"
"Crataegus flabellata","Volume 9","Crataegus flabellata"
"Crataegus florifera","Volume 9","Crataegus florifera"
"Crataegus fluviatilis","Volume 9","Crataegus fluviatilis"
"Crataegus formosa","Volume 9","Crataegus formosa"
"Crataegus holmesiana","Volume 9","Crataegus holmesiana"
"Crataegus intricata","Volume 9","Crataegus intricata"
"Crataegus irrasa","Volume 9","Crataegus irrasa"
"Crataegus jesupii","Volume 9","Crataegus jesupii"
"Crataegus lumaria","Volume 9","Crataegus lumaria"
"Crataegus macracantha","Volume 9","Crataegus macracantha"
"Crataegus macrosperma","Volume 9","Crataegus macrosperma"
"Crataegus magniflora","Volume 9","Crataegus magniflora"
"Crataegus margarettae","Volume 9","Crataegus margarettae"
"Crataegus margarettae var. angustifolia","Volume 9","Crataegus margarettae var. angustifolia"
"Crataegus margarettae var. margarettae","Volume 9","Crataegus margarettae var. margarettae"
"Crataegus mollis","Volume 9","Crataegus mollis"
"Crataegus mollis var. incisifolia","Volume 9","Crataegus mollis var. incisifolia"
"Crataegus mollis var. mollis","Volume 9","Crataegus mollis var. mollis"
"Crataegus monogyna","Volume 9","Crataegus monogyna"
"Crataegus monogyna var. monogyna","Volume 9","Crataegus monogyna var. monogyna"
"Crataegus pennsylvanica","Volume 9","Crataegus pennsylvanica"
"Crataegus persimilis","Volume 9","Crataegus persimilis"
"Crataegus phaenopyrum","Volume 9","Crataegus phaenopyrum"
"Crataegus populnea","Volume 9","Crataegus populnea"
"Crataegus prona","Volume 9","Crataegus prona"
"Crataegus pruinosa","Volume 9","Crataegus pruinosa"
"Crataegus pruinosa var. dissona","Volume 9","Crataegus pruinosa var. dissona"
"Crataegus pruinosa var. parvula","Volume 9","Crataegus pruinosa var. parvula"
"Crataegus pruinosa var. pruinosa","Volume 9","Crataegus pruinosa var. pruinosa"
"Crataegus pruinosa var. rugosa","Volume 9","Crataegus pruinosa var. rugosa"
"Crataegus pruinosa var. virella","Volume 9","Crataegus pruinosa var. virella"
"Crataegus punctata","Volume 9","Crataegus punctata"
"Crataegus scabrida","Volume 9","Crataegus scabrida"
"Crataegus scabrida var. asperifolia","Volume 9","Crataegus scabrida var. asperifolia"
"Crataegus scabrida var. cyclophylla","Volume 9","Crataegus scabrida var. cyclophylla"
"Crataegus scabrida var. scabrida","Volume 9","Crataegus scabrida var. scabrida"
"Crataegus schuettei","Volume 9","Crataegus schuettei"
"Crataegus schuettei var. schuettei","Volume 9","Crataegus schuettei var. schuettei"
"Crataegus stolonifera","Volume 9","Crataegus stolonifera"
"Crataegus submollis","Volume 9","Crataegus submollis"
"Crataegus suborbiculata","Volume 9","Crataegus suborbiculata"
"Crataegus succulenta","Volume 9","Crataegus succulenta"
"Crataegus succulenta var. michiganensis","Volume 9","Crataegus succulenta var. michiganensis"
"Crataegus succulenta var. succulenta","Volume 9","Crataegus succulenta var. succulenta"
"Crataegus ×lucorum","Volume 9","Crataegus ×lucorum"
"Cratoneuron filicinum","Volume 28","Cratoneuron filicinum"
"Crepis capillaris","Volume 19","Crepis capillaris"
"Crepis elegans","Volume 19","Crepis elegans"
"Crepis pulchra","Volume 19","Crepis pulchra"
"Crepis tectorum","Volume 19","Crepis tectorum"
"Crocanthemum bicknellii","Volume 6","Crocanthemum bicknellii"
"Crocanthemum canadense","Volume 6","Crocanthemum canadense"
"Crypsis","Volume 25","Crypsis"
"Crypsis schoenoides","Volume 25","Crypsis schoenoides"
"Cryptogramma acrostichoides","Volume 2","Cryptogramma acrostichoides"
"Cryptogramma stelleri","Volume 2","Cryptogramma stelleri"
"Ctenidium molluscum","Volume 28","Ctenidium molluscum"
"Cucumis melo","Volume 6","Cucumis melo"
"Cucumis melo subsp. agrestis","Volume 6","Cucumis melo subsp. agrestis"
"Cucumis melo subsp. melo","Volume 6","Cucumis melo subsp. melo"
"Cucumis sativus","Volume 6","Cucumis sativus"
"Cucumis sativus var. sativus","Volume 6","Cucumis sativus var. sativus"
"Cyclachaena xanthiifolia","Volume 21","Cyclachaena xanthiifolia"
"Cycloloma atriplicifolium","Volume 4","Cycloloma atriplicifolium"
"Cydonia oblonga","Volume 9","Cydonia oblonga"
"Cymbalaria muralis","Volume 17","Cymbalaria muralis"
"Cymbalaria muralis subsp. muralis","Volume 17","Cymbalaria muralis subsp. muralis"
"Cynodontium gracilescens","Volume 27","Cynodontium gracilescens"
"Cynodontium polycarpon","Volume 27","Cynodontium polycarpon"
"Cynodontium schisti","Volume 27","Cynodontium schisti"
"Cynodontium strumiferum","Volume 27","Cynodontium strumiferum"
"Cynodontium tenellum","Volume 27","Cynodontium tenellum"
"Cynosurus","Volume 24","Cynosurus"
"Cynosurus cristatus","Volume 24","Cynosurus cristatus"
"Cyperus bipartitus","Volume 23","Cyperus bipartitus"
"Cyperus dentatus","Volume 23","Cyperus dentatus"
"Cyperus diandrus","Volume 23","Cyperus diandrus"
"Cyperus erythrorhizos","Volume 23","Cyperus erythrorhizos"
"Cyperus esculentus","Volume 23","Cyperus esculentus"
"Cyperus esculentus var. leptostachyus","Volume 23","Cyperus esculentus var. leptostachyus"
"Cyperus flavescens","Volume 23","Cyperus flavescens"
"Cyperus fuscus","Volume 23","Cyperus fuscus"
"Cyperus houghtonii","Volume 23","Cyperus houghtonii"
"Cyperus lupulinus","Volume 23","Cyperus lupulinus"
"Cyperus lupulinus subsp. lupulinus","Volume 23","Cyperus lupulinus subsp. lupulinus"
"Cyperus lupulinus subsp. macilentus","Volume 23","Cyperus lupulinus subsp. macilentus"
"Cyperus odoratus","Volume 23","Cyperus odoratus"
"Cyperus schweinitzii","Volume 23","Cyperus schweinitzii"
"Cyperus squarrosus","Volume 23","Cyperus squarrosus"
"Cyperus strigosus","Volume 23","Cyperus strigosus"
"Cypripedium acaule","Volume 26","Cypripedium acaule"
"Cypripedium arietinum","Volume 26","Cypripedium arietinum"
"Cypripedium candidum","Volume 26","Cypripedium candidum"
"Cypripedium parviflorum var. makasin","Volume 26","Cypripedium parviflorum var. makasin"
"Cypripedium parviflorum var. pubescens","Volume 26","Cypripedium parviflorum var. pubescens"
"Cypripedium passerinum","Volume 26","Cypripedium passerinum"
"Cypripedium reginae","Volume 26","Cypripedium reginae"
"Cyrto-hypnum minutulum","Volume 28","Cyrto-hypnum minutulum"
"Cyrto-hypnum pygmaeum","Volume 28","Cyrto-hypnum pygmaeum"
"Cyrtomnium hymenophylloides","Volume 28","Cyrtomnium hymenophylloides"
"Cystopteris bulbifera","Volume 2","Cystopteris bulbifera"
"Cystopteris fragilis","Volume 2","Cystopteris fragilis"
"Cystopteris laurentiana","Volume 2","Cystopteris laurentiana"
"Cystopteris montana","Volume 2","Cystopteris montana"
"Cystopteris protrusa","Volume 2","Cystopteris protrusa"
"Cystopteris tenuis","Volume 2","Cystopteris tenuis"
"Dactylis","Volume 24","Dactylis"
"Dactylis glomerata","Volume 24","Dactylis glomerata"
"Dactylorhiza majalis var. junialis","Volume 26","Dactylorhiza majalis var. junialis"
"Danthonia","Volume 25","Danthonia"
"Danthonia compressa","Volume 25","Danthonia compressa"
"Danthonia intermedia","Volume 25","Danthonia intermedia"
"Danthonia spicata","Volume 25","Danthonia spicata"
"Daphne mezereum","Volume 6","Daphne mezereum"
"Dasiphora fruticosa","Volume 9","Dasiphora fruticosa"
"Dennstaedtia punctilobula","Volume 2","Dennstaedtia punctilobula"
"Deparia acrostichoides","Volume 2","Deparia acrostichoides"
"Deschampsia","Volume 24","Deschampsia"
"Deschampsia cespitosa","Volume 24","Deschampsia cespitosa"
"Deschampsia cespitosa subsp. beringensis","Volume 24","Deschampsia cespitosa subsp. beringensis"
"Deschampsia cespitosa subsp. cespitosa","Volume 24","Deschampsia cespitosa subsp. cespitosa"
"Deschampsia cespitosa subsp. holciformis","Volume 24","Deschampsia cespitosa subsp. holciformis"
"Deschampsia flexuosa","Volume 24","Deschampsia flexuosa"
"Deschampsia mackenzieana","Volume 24","Deschampsia mackenzieana"
"Deschampsia sukatschewii","Volume 24","Deschampsia sukatschewii"
"Descurainia incana","Volume 7","Descurainia incana"
"Descurainia pinnata","Volume 7","Descurainia pinnata"
"Descurainia pinnata subsp. brachycarpa","Volume 7","Descurainia pinnata subsp. brachycarpa"
"Descurainia sophia","Volume 7","Descurainia sophia"
"Dianthus armeria subsp. armeria","Volume 5","Dianthus armeria subsp. armeria"
"Dianthus barbatus subsp. barbatus","Volume 5","Dianthus barbatus subsp. barbatus"
"Dianthus deltoides subsp. deltoides","Volume 5","Dianthus deltoides subsp. deltoides"
"Dianthus plumarius subsp. plumarius","Volume 5","Dianthus plumarius subsp. plumarius"
"Diarrhena","Volume 24","Diarrhena"
"Diarrhena obovata","Volume 24","Diarrhena obovata"
"Dicentra canadensis","Volume 3","Dicentra canadensis"
"Dicentra cucullaria","Volume 3","Dicentra cucullaria"
"Dichanthelium","Volume 25","Dichanthelium"
"Dichanthelium acuminatum","Volume 25","Dichanthelium acuminatum"
"Dichanthelium acuminatum subsp. acuminatum","Volume 25","Dichanthelium acuminatum subsp. acuminatum"
"Dichanthelium acuminatum subsp. columbianum","Volume 25","Dichanthelium acuminatum subsp. columbianum"
"Dichanthelium acuminatum subsp. fasciculatum","Volume 25","Dichanthelium acuminatum subsp. fasciculatum"
"Dichanthelium acuminatum subsp. implicatum","Volume 25","Dichanthelium acuminatum subsp. implicatum"
"Dichanthelium acuminatum subsp. leucothrix","Volume 25","Dichanthelium acuminatum subsp. leucothrix"
"Dichanthelium acuminatum subsp. lindheimeri","Volume 25","Dichanthelium acuminatum subsp. lindheimeri"
"Dichanthelium acuminatum subsp. longiligulatum","Volume 25","Dichanthelium acuminatum subsp. longiligulatum"
"Dichanthelium acuminatum subsp. sericeum","Volume 25","Dichanthelium acuminatum subsp. sericeum"
"Dichanthelium acuminatum subsp. spretum","Volume 25","Dichanthelium acuminatum subsp. spretum"
"Dichanthelium acuminatum subsp. thermale","Volume 25","Dichanthelium acuminatum subsp. thermale"
"Dichanthelium boreale","Volume 25","Dichanthelium boreale"
"Dichanthelium chamaelonche","Volume 25","Dichanthelium chamaelonche"
"Dichanthelium chamaelonche subsp. breve","Volume 25","Dichanthelium chamaelonche subsp. breve"
"Dichanthelium chamaelonche subsp. chamaelonche","Volume 25","Dichanthelium chamaelonche subsp. chamaelonche"
"Dichanthelium clandestinum","Volume 25","Dichanthelium clandestinum"
"Dichanthelium depauperatum","Volume 25","Dichanthelium depauperatum"
"Dichanthelium dichotomum","Volume 25","Dichanthelium dichotomum"
"Dichanthelium dichotomum subsp. dichotomum","Volume 25","Dichanthelium dichotomum subsp. dichotomum"
"Dichanthelium dichotomum subsp. lucidum","Volume 25","Dichanthelium dichotomum subsp. lucidum"
"Dichanthelium dichotomum subsp. mattamuskeetense","Volume 25","Dichanthelium dichotomum subsp. mattamuskeetense"
"Dichanthelium dichotomum subsp. microcarpon","Volume 25","Dichanthelium dichotomum subsp. microcarpon"
"Dichanthelium dichotomum subsp. nitidum","Volume 25","Dichanthelium dichotomum subsp. nitidum"
"Dichanthelium dichotomum subsp. roanokense","Volume 25","Dichanthelium dichotomum subsp. roanokense"
"Dichanthelium dichotomum subsp. yadkinense","Volume 25","Dichanthelium dichotomum subsp. yadkinense"
"Dichanthelium ensifolium","Volume 25","Dichanthelium ensifolium"
"Dichanthelium ensifolium subsp. curtifolium","Volume 25","Dichanthelium ensifolium subsp. curtifolium"
"Dichanthelium ensifolium subsp. ensifolium","Volume 25","Dichanthelium ensifolium subsp. ensifolium"
"Dichanthelium latifolium","Volume 25","Dichanthelium latifolium"
"Dichanthelium leibergii","Volume 25","Dichanthelium leibergii"
"Dichanthelium linearifolium","Volume 25","Dichanthelium linearifolium"
"Dichanthelium nudicaule","Volume 25","Dichanthelium nudicaule"
"Dichanthelium oligosanthes","Volume 25","Dichanthelium oligosanthes"
"Dichanthelium oligosanthes subsp. oligosanthes","Volume 25","Dichanthelium oligosanthes subsp. oligosanthes"
"Dichanthelium oligosanthes subsp. scribnerianum","Volume 25","Dichanthelium oligosanthes subsp. scribnerianum"
"Dichanthelium perlongum","Volume 25","Dichanthelium perlongum"
"Dichanthelium polyanthes","Volume 25","Dichanthelium polyanthes"
"Dichanthelium portoricense","Volume 25","Dichanthelium portoricense"
"Dichanthelium portoricense subsp. patulum","Volume 25","Dichanthelium portoricense subsp. patulum"
"Dichanthelium portoricense subsp. portoricense","Volume 25","Dichanthelium portoricense subsp. portoricense"
"Dichanthelium sect. Angustifolia","Volume 25","Dichanthelium sect. Angustifolia"
"Dichanthelium sect. Clandestina","Volume 25","Dichanthelium sect. Clandestina"
"Dichanthelium sect. Dichanthelium","Volume 25","Dichanthelium sect. Dichanthelium"
"Dichanthelium sect. Ensifolia","Volume 25","Dichanthelium sect. Ensifolia"
"Dichanthelium sect. Lancearia","Volume 25","Dichanthelium sect. Lancearia"
"Dichanthelium sect. Lanuginosa","Volume 25","Dichanthelium sect. Lanuginosa"
"Dichanthelium sect. Linearifolia","Volume 25","Dichanthelium sect. Linearifolia"
"Dichanthelium sect. Macrocarpa","Volume 25","Dichanthelium sect. Macrocarpa"
"Dichanthelium sect. Nudicaulia","Volume 25","Dichanthelium sect. Nudicaulia"
"Dichanthelium sect. Oligosantha","Volume 25","Dichanthelium sect. Oligosantha"
"Dichanthelium sect. Pedicellata","Volume 25","Dichanthelium sect. Pedicellata"
"Dichanthelium sect. Sphaerocarpa","Volume 25","Dichanthelium sect. Sphaerocarpa"
"Dichanthelium sect. Strigosa","Volume 25","Dichanthelium sect. Strigosa"
"Dichanthelium sphaerocarpon","Volume 25","Dichanthelium sphaerocarpon"
"Dichanthelium tenue","Volume 25","Dichanthelium tenue"
"Dichanthelium ×anthophysum","Volume 25","Dichanthelium ×anthophysum"
"Dichelyma capillaceum","Volume 28","Dichelyma capillaceum"
"Dichelyma falcatum","Volume 28","Dichelyma falcatum"
"Dichelyma pallescens","Volume 28","Dichelyma pallescens"
"Dichelyma uncinatum","Volume 28","Dichelyma uncinatum"
"Dichodontium pellucidum","Volume 27","Dichodontium pellucidum"
"Dicranella cerviculata","Volume 27","Dicranella cerviculata"
"Dicranella crispa","Volume 27","Dicranella crispa"
"Dicranella heteromalla","Volume 27","Dicranella heteromalla"
"Dicranella schreberiana","Volume 27","Dicranella schreberiana"
"Dicranella varia","Volume 27","Dicranella varia"
"Dicranoweisia crispula","Volume 27","Dicranoweisia crispula"
"Dicranum acutifolium","Volume 27","Dicranum acutifolium"
"Dicranum bonjeanii","Volume 27","Dicranum bonjeanii"
"Dicranum brevifolium","Volume 27","Dicranum brevifolium"
"Dicranum elongatum","Volume 27","Dicranum elongatum"
"Dicranum flagellare","Volume 27","Dicranum flagellare"
"Dicranum fragilifolium","Volume 27","Dicranum fragilifolium"
"Dicranum fulvum","Volume 27","Dicranum fulvum"
"Dicranum fuscescens var. fuscescens","Volume 27","Dicranum fuscescens var. fuscescens"
"Dicranum groenlandicum","Volume 27","Dicranum groenlandicum"
"Dicranum leioneuron","Volume 27","Dicranum leioneuron"
"Dicranum majus var. majus","Volume 27","Dicranum majus var. majus"
"Dicranum montanum","Volume 27","Dicranum montanum"
"Dicranum muehlenbeckii","Volume 27","Dicranum muehlenbeckii"
"Dicranum ontariense","Volume 27","Dicranum ontariense"
"Dicranum scoparium","Volume 27","Dicranum scoparium"
"Dicranum spadiceum","Volume 27","Dicranum spadiceum"
"Dicranum spurium","Volume 27","Dicranum spurium"
"Dicranum undulatum","Volume 27","Dicranum undulatum"
"Dicranum viride","Volume 27","Dicranum viride"
"Didymodon fallax","Volume 27","Didymodon fallax"
"Didymodon ferrugineus","Volume 27","Didymodon ferrugineus"
"Didymodon rigidulus var. gracilis","Volume 27","Didymodon rigidulus var. gracilis"
"Didymodon rigidulus var. rigidulus","Volume 27","Didymodon rigidulus var. rigidulus"
"Didymodon tophaceus","Volume 27","Didymodon tophaceus"
"Digitalis grandiflora","Volume 17","Digitalis grandiflora"
"Digitalis lanata","Volume 17","Digitalis lanata"
"Digitalis purpurea","Volume 17","Digitalis purpurea"
"Digitalis purpurea subsp. purpurea","Volume 17","Digitalis purpurea subsp. purpurea"
"Digitaria","Volume 25","Digitaria"
"Digitaria bakeri","Volume 25","Digitaria bakeri"
"Digitaria cognata","Volume 25","Digitaria cognata"
"Digitaria didactyla","Volume 25","Digitaria didactyla"
"Digitaria ischaemum","Volume 25","Digitaria ischaemum"
"Digitaria leucocoma","Volume 25","Digitaria leucocoma"
"Digitaria sanguinalis","Volume 25","Digitaria sanguinalis"
"Digitaria tomentosa","Volume 25","Digitaria tomentosa"
"Dioscorea villosa","Volume 26","Dioscorea villosa"
"Diphasiastrum complanatum","Volume 2","Diphasiastrum complanatum"
"Diphasiastrum digitatum","Volume 2","Diphasiastrum digitatum"
"Diphasiastrum sitchense","Volume 2","Diphasiastrum sitchense"
"Diphasiastrum tristachyum","Volume 2","Diphasiastrum tristachyum"
"Diphyscium foliosum","Volume 27","Diphyscium foliosum"
"Diplazium pycnocarpon","Volume 2","Diplazium pycnocarpon"
"Diplotaxis muralis","Volume 7","Diplotaxis muralis"
"Diplotaxis tenuifolia","Volume 7","Diplotaxis tenuifolia"
"Dirca palustris","Volume 6","Dirca palustris"
"Distichium capillaceum","Volume 27","Distichium capillaceum"
"Distichium inclinatum","Volume 27","Distichium inclinatum"
"Distichlis","Volume 25","Distichlis"
"Distichlis spicata","Volume 25","Distichlis spicata"
"Ditrichum flexicaule","Volume 27","Ditrichum flexicaule"
"Ditrichum gracile","Volume 27","Ditrichum gracile"
"Ditrichum lineare","Volume 27","Ditrichum lineare"
"Ditrichum pallidum","Volume 27","Ditrichum pallidum"
"Ditrichum pusillum","Volume 27","Ditrichum pusillum"
"Doellingeria umbellata","Volume 20","Doellingeria umbellata"
"Doellingeria umbellata var. pubens","Volume 20","Doellingeria umbellata var. pubens"
"Doellingeria umbellata var. umbellata","Volume 20","Doellingeria umbellata var. umbellata"
"Draba alpina","Volume 7","Draba alpina"
"Draba arabisans","Volume 7","Draba arabisans"
"Draba aurea","Volume 7","Draba aurea"
"Draba cana","Volume 7","Draba cana"
"Draba cinerea","Volume 7","Draba cinerea"
"Draba glabella","Volume 7","Draba glabella"
"Draba incana","Volume 7","Draba incana"
"Draba nemorosa","Volume 7","Draba nemorosa"
"Draba nivalis","Volume 7","Draba nivalis"
"Draba reptans","Volume 7","Draba reptans"
"Draba verna","Volume 7","Draba verna"
"Drepanocladus aduncus","Volume 28","Drepanocladus aduncus"
"Drepanocladus longifolius","Volume 28","Drepanocladus longifolius"
"Drepanocladus polygamus","Volume 28","Drepanocladus polygamus"
"Drepanocladus sordidus","Volume 28","Drepanocladus sordidus"
"Drosera anglica","Volume 6","Drosera anglica"
"Drosera intermedia","Volume 6","Drosera intermedia"
"Drosera linearis","Volume 6","Drosera linearis"
"Drosera rotundifolia","Volume 6","Drosera rotundifolia"
"Drummondia prorepens","Volume 28","Drummondia prorepens"
"Dryas drummondii","Volume 9","Dryas drummondii"
"Dryas integrifolia","Volume 9","Dryas integrifolia"
"Dryas integrifolia subsp. integrifolia","Volume 9","Dryas integrifolia subsp. integrifolia"
"Drymocallis arguta","Volume 9","Drymocallis arguta"
"Dryopteris carthusiana","Volume 2","Dryopteris carthusiana"
"Dryopteris clintoniana","Volume 2","Dryopteris clintoniana"
"Dryopteris cristata","Volume 2","Dryopteris cristata"
"Dryopteris expansa","Volume 2","Dryopteris expansa"
"Dryopteris filix-mas","Volume 2","Dryopteris filix-mas"
"Dryopteris fragrans","Volume 2","Dryopteris fragrans"
"Dryopteris goldiana","Volume 2","Dryopteris goldiana"
"Dryopteris goldieana","Volume 2","Dryopteris goldieana"
"Dryopteris intermedia","Volume 2","Dryopteris intermedia"
"Dryopteris marginalis","Volume 2","Dryopteris marginalis"
"Duchesnea indica","Volume 9","Duchesnea indica"
"Duchesnea indica var. indica","Volume 9","Duchesnea indica var. indica"
"Dulichium arundinaceum","Volume 23","Dulichium arundinaceum"
"Dulichium arundinaceum var. arundinaceum","Volume 23","Dulichium arundinaceum var. arundinaceum"
"Dupontia","Volume 24","Dupontia"
"Dupontia fisheri","Volume 24","Dupontia fisheri"
"Dysphania ambrosioides","Volume 4","Dysphania ambrosioides"
"Dysphania botrys","Volume 4","Dysphania botrys"
"Dyssodia papposa","Volume 21","Dyssodia papposa"
"Echinacea pallida","Volume 21","Echinacea pallida"
"Echinacea purpurea","Volume 21","Echinacea purpurea"
"Echinochloa","Volume 25","Echinochloa"
"Echinochloa crus-galli","Volume 25","Echinochloa crus-galli"
"Echinochloa frumentacea","Volume 25","Echinochloa frumentacea"
"Echinochloa muricata","Volume 25","Echinochloa muricata"
"Echinochloa muricata var. microstachya","Volume 25","Echinochloa muricata var. microstachya"
"Echinochloa muricata var. muricata","Volume 25","Echinochloa muricata var. muricata"
"Echinochloa oryzicola","Volume 25","Echinochloa oryzicola"
"Echinochloa pyramidalis","Volume 25","Echinochloa pyramidalis"
"Echinochloa walteri","Volume 25","Echinochloa walteri"
"Echinocystis lobata","Volume 6","Echinocystis lobata"
"Echinops exaltatus","Volume 19","Echinops exaltatus"
"Echinops sphaerocephalus","Volume 19","Echinops sphaerocephalus"
"Eclipta prostrata","Volume 21","Eclipta prostrata"
"Elatine americana","Volume 12","Elatine americana"
"Elatine minima","Volume 12","Elatine minima"
"Elatine triandra","Volume 12","Elatine triandra"
"Eleocharis acicularis","Volume 23","Eleocharis acicularis"
"Eleocharis compressa","Volume 23","Eleocharis compressa"
"Eleocharis compressa var. compressa","Volume 23","Eleocharis compressa var. compressa"
"Eleocharis diandra","Volume 23","Eleocharis diandra"
"Eleocharis elliptica","Volume 23","Eleocharis elliptica"
"Eleocharis engelmannii","Volume 23","Eleocharis engelmannii"
"Eleocharis equisetoides","Volume 23","Eleocharis equisetoides"
"Eleocharis erythropoda","Volume 23","Eleocharis erythropoda"
"Eleocharis flavescens","Volume 23","Eleocharis flavescens"
"Eleocharis flavescens var. olivacea","Volume 23","Eleocharis flavescens var. olivacea"
"Eleocharis geniculata","Volume 23","Eleocharis geniculata"
"Eleocharis intermedia","Volume 23","Eleocharis intermedia"
"Eleocharis macrostachya","Volume 23","Eleocharis macrostachya"
"Eleocharis mamillata","Volume 23","Eleocharis mamillata"
"Eleocharis mamillata subsp. mamillata","Volume 23","Eleocharis mamillata subsp. mamillata"
"Eleocharis nitida","Volume 23","Eleocharis nitida"
"Eleocharis obtusa","Volume 23","Eleocharis obtusa"
"Eleocharis ovata","Volume 23","Eleocharis ovata"
"Eleocharis palustris","Volume 23","Eleocharis palustris"
"Eleocharis quadrangulata","Volume 23","Eleocharis quadrangulata"
"Eleocharis quinqueflora","Volume 23","Eleocharis quinqueflora"
"Eleocharis robbinsii","Volume 23","Eleocharis robbinsii"
"Eleocharis rostellata","Volume 23","Eleocharis rostellata"
"Eleocharis uniglumis","Volume 23","Eleocharis uniglumis"
"Eleusine","Volume 25","Eleusine"
"Eleusine indica","Volume 25","Eleusine indica"
"Elodea canadensis","Volume 22","Elodea canadensis"
"Elodea nuttallii","Volume 22","Elodea nuttallii"
"Elodium blandowii","Volume 28","Elodium blandowii"
"Elodium elodioides","Volume 28","Elodium elodioides"
"Elodium paludosum","Volume 28","Elodium paludosum"
"Elymus","Volume 24","Elymus"
"Elymus alaskanus","Volume 24","Elymus alaskanus"
"Elymus alaskanus subsp. alaskanus","Volume 24","Elymus alaskanus subsp. alaskanus"
"Elymus alaskanus subsp. hyperarcticus","Volume 24","Elymus alaskanus subsp. hyperarcticus"
"Elymus albicans","Volume 24","Elymus albicans"
