"","Volume","Taxon name"
"Echinochloa pyramidalis","Volume 25","Echinochloa pyramidalis"
"Echinocystis lobata","Volume 6","Echinocystis lobata"
"Elatine minima","Volume 12","Elatine minima"
"Eleocharis acicularis","Volume 23","Eleocharis acicularis"
"Eleocharis obtusa","Volume 23","Eleocharis obtusa"
"Eleocharis ovata","Volume 23","Eleocharis ovata"
"Eleocharis palustris","Volume 23","Eleocharis palustris"
"Eleocharis quinqueflora","Volume 23","Eleocharis quinqueflora"
"Eleocharis tenuis","Volume 23","Eleocharis tenuis"
"Eleocharis tenuis var. tenuis","Volume 23","Eleocharis tenuis var. tenuis"
"Eleocharis uniglumis","Volume 23","Eleocharis uniglumis"
"Elodium blandowii","Volume 28","Elodium blandowii"
"Elymus","Volume 24","Elymus"
"Elymus ciliaris","Volume 24","Elymus ciliaris"
"Elymus curvatus","Volume 24","Elymus curvatus"
"Elymus dahuricus","Volume 24","Elymus dahuricus"
"Elymus pringlei","Volume 24","Elymus pringlei"
"Elymus repens","Volume 24","Elymus repens"
"Elymus sierrae","Volume 24","Elymus sierrae"
"Elymus trachycaulus","Volume 24","Elymus trachycaulus"
"Elymus trachycaulus subsp. subsecundus","Volume 24","Elymus trachycaulus subsp. subsecundus"
"Elymus trachycaulus subsp. trachycaulus","Volume 24","Elymus trachycaulus subsp. trachycaulus"
"Elymus trachycaulus subsp. virescens","Volume 24","Elymus trachycaulus subsp. virescens"
"Elymus tsukushiensis","Volume 24","Elymus tsukushiensis"
"Elymus violaceus","Volume 24","Elymus violaceus"
"Elymus virginicus","Volume 24","Elymus virginicus"
"Elymus virginicus var. intermedius","Volume 24","Elymus virginicus var. intermedius"
"Elymus virginicus var. jejunus","Volume 24","Elymus virginicus var. jejunus"
"Elymus virginicus var. virginicus","Volume 24","Elymus virginicus var. virginicus"
"Elymus ×pinalenoensis","Volume 24","Elymus ×pinalenoensis"
"Empetrum atropurpureum","Volume 8","Empetrum atropurpureum"
"Empetrum eamesii","Volume 8","Empetrum eamesii"
"Empetrum nigrum","Volume 8","Empetrum nigrum"
"Encalypta procera","Volume 27","Encalypta procera"
"Epifagus virginiana","Volume 17","Epifagus virginiana"
"Epigaea repens","Volume 8","Epigaea repens"
"Equisetum arvense","Volume 2","Equisetum arvense"
"Equisetum fluviatile","Volume 2","Equisetum fluviatile"
"Equisetum hyemale","Volume 2","Equisetum hyemale"
"Equisetum hyemale subsp. affine","Volume 2","Equisetum hyemale subsp. affine"
"Equisetum palustre","Volume 2","Equisetum palustre"
"Equisetum pratense","Volume 2","Equisetum pratense"
"Equisetum scirpoides","Volume 2","Equisetum scirpoides"
"Equisetum sylvaticum","Volume 2","Equisetum sylvaticum"
"Equisetum variegatum","Volume 2","Equisetum variegatum"
"Equisetum variegatum subsp. variegatum","Volume 2","Equisetum variegatum subsp. variegatum"
"Equisetum ×litorale","Volume 2","Equisetum ×litorale"
"Eragrostis","Volume 25","Eragrostis"
"Eragrostis minor","Volume 25","Eragrostis minor"
"Eragrostis obtusiflora","Volume 25","Eragrostis obtusiflora"
"Eragrostis reptans","Volume 25","Eragrostis reptans"
"Eragrostis setifolia","Volume 25","Eragrostis setifolia"
"Erechtites hieraciifolius","Volume 20","Erechtites hieraciifolius"
"Erechtites hieraciifolius var. hieraciifolius","Volume 20","Erechtites hieraciifolius var. hieraciifolius"
"Erigeron annuus","Volume 20","Erigeron annuus"
"Erigeron philadelphicus","Volume 20","Erigeron philadelphicus"
"Erigeron philadelphicus var. philadelphicus","Volume 20","Erigeron philadelphicus var. philadelphicus"
"Erigeron strigosus","Volume 20","Erigeron strigosus"
"Erigeron strigosus var. septentrionalis","Volume 20","Erigeron strigosus var. septentrionalis"
"Erigeron strigosus var. strigosus","Volume 20","Erigeron strigosus var. strigosus"
"Eriophorum angustifolium","Volume 23","Eriophorum angustifolium"
"Eriophorum angustifolium subsp. angustifolium","Volume 23","Eriophorum angustifolium subsp. angustifolium"
"Eriophorum chamissonis","Volume 23","Eriophorum chamissonis"
"Eriophorum gracile","Volume 23","Eriophorum gracile"
"Eriophorum tenellum","Volume 23","Eriophorum tenellum"
"Eriophorum virginicum","Volume 23","Eriophorum virginicum"
"Eriophorum viridicarinatum","Volume 23","Eriophorum viridicarinatum"
"Erucastrum gallicum","Volume 7","Erucastrum gallicum"
"Erysimum cheiranthoides","Volume 7","Erysimum cheiranthoides"
"Erythranthe moschata","Volume 17","Erythranthe moschata"
"Euonymus europaeus","Volume 12","Euonymus europaeus"
"Eupatorium perfoliatum","Volume 21","Eupatorium perfoliatum"
"Euphorbia cyparissias","Volume 12","Euphorbia cyparissias"
"Euphorbia glyptosperma","Volume 12","Euphorbia glyptosperma"
"Euphorbia helioscopia","Volume 12","Euphorbia helioscopia"
"Euphorbia maculata","Volume 12","Euphorbia maculata"
"Euphorbia peplus","Volume 12","Euphorbia peplus"
"Euphorbia polygonifolia","Volume 12","Euphorbia polygonifolia"
"Euphorbia virgata","Volume 12","Euphorbia virgata"
"Euphrasia arctica","Volume 17","Euphrasia arctica"
"Euphrasia arctica subsp. borealis","Volume 17","Euphrasia arctica subsp. borealis"
"Euphrasia farlowii","Volume 17","Euphrasia farlowii"
"Euphrasia nemorosa","Volume 17","Euphrasia nemorosa"
"Euphrasia randii","Volume 17","Euphrasia randii"
"Euphrasia stricta","Volume 17","Euphrasia stricta"
"Euphrasia stricta var. brevipila","Volume 17","Euphrasia stricta var. brevipila"
"Euphrasia stricta var. stricta","Volume 17","Euphrasia stricta var. stricta"
"Eurybia macrophylla","Volume 20","Eurybia macrophylla"
"Eurybia radula","Volume 20","Eurybia radula"
"Euthamia graminifolia","Volume 20","Euthamia graminifolia"
"Eutrochium maculatum","Volume 21","Eutrochium maculatum"
"Eutrochium maculatum var. foliosum","Volume 21","Eutrochium maculatum var. foliosum"
"Eutrochium maculatum var. maculatum","Volume 21","Eutrochium maculatum var. maculatum"
"Fagopyrum esculentum","Volume 5","Fagopyrum esculentum"
"Fagus grandifolia","Volume 3","Fagus grandifolia"
"Fallopia cilinodis","Volume 5","Fallopia cilinodis"
"Fallopia convolvulus","Volume 5","Fallopia convolvulus"
"Fallopia japonica","Volume 5","Fallopia japonica"
"Fallopia japonica var. japonica","Volume 5","Fallopia japonica var. japonica"
"Fallopia sachalinensis","Volume 5","Fallopia sachalinensis"
"Fallopia scandens","Volume 5","Fallopia scandens"
"Festuca","Volume 24","Festuca"
"Festuca amethystina","Volume 24","Festuca amethystina"
"Festuca filiformis","Volume 24","Festuca filiformis"
"Festuca frederikseniae","Volume 24","Festuca frederikseniae"
"Festuca glauca","Volume 24","Festuca glauca"
"Festuca prolifera","Volume 24","Festuca prolifera"
"Festuca roemeri","Volume 24","Festuca roemeri"
"Festuca rubra","Volume 24","Festuca rubra"
"Festuca rubra subsp. arctica","Volume 24","Festuca rubra subsp. arctica"
"Festuca rubra subsp. arenaria","Volume 24","Festuca rubra subsp. arenaria"
"Festuca rubra subsp. aucta","Volume 24","Festuca rubra subsp. aucta"
"Festuca rubra subsp. commutata","Volume 24","Festuca rubra subsp. commutata"
"Festuca rubra subsp. fallax","Volume 24","Festuca rubra subsp. fallax"
"Festuca rubra subsp. mediana","Volume 24","Festuca rubra subsp. mediana"
"Festuca rubra subsp. pruinosa","Volume 24","Festuca rubra subsp. pruinosa"
"Festuca rubra subsp. rubra","Volume 24","Festuca rubra subsp. rubra"
"Festuca rubra subsp. secunda","Volume 24","Festuca rubra subsp. secunda"
"Festuca rubra subsp. vallicola","Volume 24","Festuca rubra subsp. vallicola"
"Festuca sect. Breviaristatae","Volume 24","Festuca sect. Breviaristatae"
"Festuca sect. Elmera","Volume 24","Festuca sect. Elmera"
"Festuca sect. Festuca","Volume 24","Festuca sect. Festuca"
"Festuca sect. Subulatae","Volume 24","Festuca sect. Subulatae"
"Festuca sect. Subuliflorae","Volume 24","Festuca sect. Subuliflorae"
"Festuca sect. Texanae","Volume 24","Festuca sect. Texanae"
"Festuca subg. Festuca","Volume 24","Festuca subg. Festuca"
"Festuca subg. Montanae","Volume 24","Festuca subg. Montanae"
"Festuca subg. Obtusae","Volume 24","Festuca subg. Obtusae"
"Festuca subg. Subulatae","Volume 24","Festuca subg. Subulatae"
"Festuca trachyphylla","Volume 24","Festuca trachyphylla"
"Filipendula ulmaria","Volume 9","Filipendula ulmaria"
"Fissidens bryoides","Volume 27","Fissidens bryoides"
"Fissidens taxifolius","Volume 27","Fissidens taxifolius"
"Fontinalis antipyretica","Volume 28","Fontinalis antipyretica"
"Fragaria virginiana","Volume 9","Fragaria virginiana"
"Fragaria virginiana subsp. glauca","Volume 9","Fragaria virginiana subsp. glauca"
"Frangula alnus","Volume 12","Frangula alnus"
"Fumaria officinalis","Volume 3","Fumaria officinalis"
"Funaria hygrometrica var. hygrometrica","Volume 27","Funaria hygrometrica var. hygrometrica"
"Galinsoga quadriradiata","Volume 21","Galinsoga quadriradiata"
"Gaultheria hispidula","Volume 8","Gaultheria hispidula"
"Gaultheria procumbens","Volume 8","Gaultheria procumbens"
"Gaylussacia baccata","Volume 8","Gaylussacia baccata"
"Gaylussacia bigeloviana","Volume 8","Gaylussacia bigeloviana"
"Gemmabryum caespiticium","Volume 28","Gemmabryum caespiticium"
"Geum aleppicum","Volume 9","Geum aleppicum"
"Geum canadense","Volume 9","Geum canadense"
"Geum laciniatum","Volume 9","Geum laciniatum"
"Geum macrophyllum","Volume 9","Geum macrophyllum"
"Geum macrophyllum var. macrophyllum","Volume 9","Geum macrophyllum var. macrophyllum"
"Geum rivale","Volume 9","Geum rivale"
"Glyceria","Volume 24","Glyceria"
"Glyceria alnasteretum","Volume 24","Glyceria alnasteretum"
"Glyceria borealis","Volume 24","Glyceria borealis"
"Glyceria canadensis","Volume 24","Glyceria canadensis"
"Glyceria canadensis var. canadensis","Volume 24","Glyceria canadensis var. canadensis"
"Glyceria canadensis var. laxa","Volume 24","Glyceria canadensis var. laxa"
"Glyceria elata","Volume 24","Glyceria elata"
"Glyceria grandis","Volume 24","Glyceria grandis"
"Glyceria grandis var. grandis","Volume 24","Glyceria grandis var. grandis"
"Glyceria notata","Volume 24","Glyceria notata"
"Glyceria sect. Glyceria","Volume 24","Glyceria sect. Glyceria"
"Glyceria sect. Hydropoa","Volume 24","Glyceria sect. Hydropoa"
"Glyceria sect. Striatae","Volume 24","Glyceria sect. Striatae"
"Glyceria striata","Volume 24","Glyceria striata"
"Gnaphalium uliginosum","Volume 19","Gnaphalium uliginosum"
"Goodyera repens","Volume 26","Goodyera repens"
"Goodyera tesselata","Volume 26","Goodyera tesselata"
"Grimmia hartmanii","Volume 27","Grimmia hartmanii"
"Gymnocarpium dryopteris","Volume 2","Gymnocarpium dryopteris"
"Gymnostomum aeruginosum","Volume 27","Gymnostomum aeruginosum"
"Hamatocaulis vernicosus","Volume 28","Hamatocaulis vernicosus"
"Helianthus annuus","Volume 21","Helianthus annuus"
"Helianthus pauciflorus","Volume 21","Helianthus pauciflorus"
"Helianthus pauciflorus subsp. pauciflorus","Volume 21","Helianthus pauciflorus subsp. pauciflorus"
"Helianthus tuberosus","Volume 21","Helianthus tuberosus"
"Hemerocallis fulva","Volume 26","Hemerocallis fulva"
"Herzogiella striatella","Volume 28","Herzogiella striatella"
"Herzogiella turfacea","Volume 28","Herzogiella turfacea"
"Hesperis matronalis","Volume 7","Hesperis matronalis"
"Heterocladium dimorphum","Volume 28","Heterocladium dimorphum"
"Hibiscus trionum","Volume 6","Hibiscus trionum"
"Hieracium aurantiacum","Volume 19","Hieracium aurantiacum"
"Hieracium caespitosum","Volume 19","Hieracium caespitosum"
"Hieracium flagellare","Volume 19","Hieracium flagellare"
"Hieracium piloselloides","Volume 19","Hieracium piloselloides"
"Hieracium scabrum","Volume 19","Hieracium scabrum"
"Hieracium umbellatum","Volume 19","Hieracium umbellatum"
"Hieracium vulgatum","Volume 19","Hieracium vulgatum"
"Hippuris vulgaris","Volume 17","Hippuris vulgaris"
"Honckenya peploides","Volume 5","Honckenya peploides"
"Honckenya peploides subsp. robusta","Volume 5","Honckenya peploides subsp. robusta"
"Hordeum","Volume 24","Hordeum"
"Hordeum jubatum","Volume 24","Hordeum jubatum"
"Hordeum jubatum subsp. intermedium","Volume 24","Hordeum jubatum subsp. intermedium"
"Hordeum jubatum subsp. jubatum","Volume 24","Hordeum jubatum subsp. jubatum"
"Hordeum secalinum","Volume 24","Hordeum secalinum"
"Hordeum vulgare","Volume 24","Hordeum vulgare"
"Hudsonia ericoides","Volume 6","Hudsonia ericoides"
"Hudsonia tomentosa","Volume 6","Hudsonia tomentosa"
"Humulus lupulus","Volume 3","Humulus lupulus"
"Humulus lupulus var. lupuloides","Volume 3","Humulus lupulus var. lupuloides"
"Humulus lupulus var. lupulus","Volume 3","Humulus lupulus var. lupulus"
"Huperzia lucidula","Volume 2","Huperzia lucidula"
"Huperzia selago","Volume 2","Huperzia selago"
"Hygroamblystegium varium var. humile","Volume 28","Hygroamblystegium varium var. humile"
"Hygroamblystegium varium var. varium","Volume 28","Hygroamblystegium varium var. varium"
"Hylocomiastrum umbratum","Volume 28","Hylocomiastrum umbratum"
"Hylocomium splendens","Volume 28","Hylocomium splendens"
"Hylotelephium telephium","Volume 8","Hylotelephium telephium"
"Hypericum boreale","Volume 6","Hypericum boreale"
"Hypericum canadense","Volume 6","Hypericum canadense"
"Hypericum gentianoides","Volume 6","Hypericum gentianoides"
"Hypericum majus","Volume 6","Hypericum majus"
"Hypericum perforatum","Volume 6","Hypericum perforatum"
"Hypericum perforatum subsp. perforatum","Volume 6","Hypericum perforatum subsp. perforatum"
"Hypnum cupressiforme var. cupressiforme","Volume 28","Hypnum cupressiforme var. cupressiforme"
"Hypnum cupressiforme var. filiforme","Volume 28","Hypnum cupressiforme var. filiforme"
"Hypnum curvifolium","Volume 28","Hypnum curvifolium"
"Hypnum imponens","Volume 28","Hypnum imponens"
"Hypnum lindbergii","Volume 28","Hypnum lindbergii"
"Hypnum pallescens","Volume 28","Hypnum pallescens"
"Iberis umbellata","Volume 7","Iberis umbellata"
"Inula helenium","Volume 19","Inula helenium"
"Iris hookeri","Volume 26","Iris hookeri"
"Iris pseudacorus","Volume 26","Iris pseudacorus"
"Iris versicolor","Volume 26","Iris versicolor"
"Isothecium myosuroides","Volume 28","Isothecium myosuroides"
"Isoëtes echinospora","Volume 2","Isoëtes echinospora"
"Isoëtes lacustris","Volume 2","Isoëtes lacustris"
"Juncus alpinoarticulatus","Volume 22","Juncus alpinoarticulatus"
"Juncus anthelatus","Volume 22","Juncus anthelatus"
"Juncus arcticus","Volume 22","Juncus arcticus"
"Juncus arcticus var. balticus","Volume 22","Juncus arcticus var. balticus"
"Juncus articulatus","Volume 22","Juncus articulatus"
"Juncus brevicaudatus","Volume 22","Juncus brevicaudatus"
"Juncus bufonius","Volume 22","Juncus bufonius"
"Juncus canadensis","Volume 22","Juncus canadensis"
"Juncus dudleyi","Volume 22","Juncus dudleyi"
"Juncus effusus","Volume 22","Juncus effusus"
"Juncus filiformis","Volume 22","Juncus filiformis"
"Juncus gerardii","Volume 22","Juncus gerardii"
"Juncus greenei","Volume 22","Juncus greenei"
"Juncus militaris","Volume 22","Juncus militaris"
"Juncus nodosus","Volume 22","Juncus nodosus"
"Juncus pelocarpus","Volume 22","Juncus pelocarpus"
"Juncus stygius","Volume 22","Juncus stygius"
"Juncus stygius var. americanus","Volume 22","Juncus stygius var. americanus"
"Juncus tenuis","Volume 22","Juncus tenuis"
"Juniperus communis","Volume 2","Juniperus communis"
"Juniperus communis var. depressa","Volume 2","Juniperus communis var. depressa"
"Juniperus horizontalis","Volume 2","Juniperus horizontalis"
"Kalmia angustifolia","Volume 8","Kalmia angustifolia"
"Kalmia angustifolia var. angustifolia","Volume 8","Kalmia angustifolia var. angustifolia"
"Kalmia polifolia","Volume 8","Kalmia polifolia"
"Lactuca biennis","Volume 19","Lactuca biennis"
"Lactuca canadensis","Volume 19","Lactuca canadensis"
"Lactuca hirsuta","Volume 19","Lactuca hirsuta"
"Lactuca serriola","Volume 19","Lactuca serriola"
"Larix laricina","Volume 2","Larix laricina"
"Lechea intermedia","Volume 6","Lechea intermedia"
"Lechea intermedia var. intermedia","Volume 6","Lechea intermedia var. intermedia"
"Lechea intermedia var. juniperina","Volume 6","Lechea intermedia var. juniperina"
"Lechea maritima","Volume 6","Lechea maritima"
"Lechea maritima var. subcylindrica","Volume 6","Lechea maritima var. subcylindrica"
"Leersia","Volume 24","Leersia"
"Leersia oryzoides","Volume 24","Leersia oryzoides"
"Lemna trisulca","Volume 22","Lemna trisulca"
"Lemna turionifera","Volume 22","Lemna turionifera"
"Leontodon autumnalis","Volume 19","Leontodon autumnalis"
"Lepidium campestre","Volume 7","Lepidium campestre"
"Lepidium densiflorum","Volume 7","Lepidium densiflorum"
"Lepidium ruderale","Volume 7","Lepidium ruderale"
"Lepidium sativum","Volume 7","Lepidium sativum"
"Lepidium virginicum","Volume 7","Lepidium virginicum"
"Lepidium virginicum subsp. virginicum","Volume 7","Lepidium virginicum subsp. virginicum"
"Leptodictyum riparium","Volume 28","Leptodictyum riparium"
"Leucobryum glaucum","Volume 27","Leucobryum glaucum"
"Leucodon andrewsianus","Volume 28","Leucodon andrewsianus"
"Leymus","Volume 24","Leymus"
"Leymus californicus","Volume 24","Leymus californicus"
"Leymus mollis","Volume 24","Leymus mollis"
"Leymus mollis subsp. mollis","Volume 24","Leymus mollis subsp. mollis"
"Leymus mollis subsp. villosissimus","Volume 24","Leymus mollis subsp. villosissimus"
"Leymus salina","Volume 24","Leymus salina"
"Leymus salina subsp. mojavensis","Volume 24","Leymus salina subsp. mojavensis"
"Leymus salina subsp. salina","Volume 24","Leymus salina subsp. salina"
"Leymus salina subsp. salmonis","Volume 24","Leymus salina subsp. salmonis"
"Limonium carolinianum","Volume 5","Limonium carolinianum"
"Limosella aquatica","Volume 17","Limosella aquatica"
"Limosella australis","Volume 17","Limosella australis"
"Linaria vulgaris","Volume 17","Linaria vulgaris"
"Lindernia dubia","Volume 17","Lindernia dubia"
"Linum catharticum","Volume 12","Linum catharticum"
"Liparis loeselii","Volume 26","Liparis loeselii"
"Listera auriculata","Volume 26","Listera auriculata"
"Listera convallarioides","Volume 26","Listera convallarioides"
"Listera cordata var. cordata","Volume 26","Listera cordata var. cordata"
"Lolium","Volume 24","Lolium"
"Lolium multiflorum","Volume 24","Lolium multiflorum"
"Lolium perenne","Volume 24","Lolium perenne"
"Luzula acuminata var. acuminata","Volume 22","Luzula acuminata var. acuminata"
"Luzula multiflora","Volume 22","Luzula multiflora"
"Luzula multiflora subsp. multiflora","Volume 22","Luzula multiflora subsp. multiflora"
"Lycopodiella appressa","Volume 2","Lycopodiella appressa"
"Lycopodiella inundata","Volume 2","Lycopodiella inundata"
"Lycopodium annotinum","Volume 2","Lycopodium annotinum"
"Lycopodium clavatum","Volume 2","Lycopodium clavatum"
"Lycopodium dendroideum","Volume 2","Lycopodium dendroideum"
"Lycopodium hickeyi","Volume 2","Lycopodium hickeyi"
"Lycopodium lagopus","Volume 2","Lycopodium lagopus"
"Lysimachia ciliata","Volume 8","Lysimachia ciliata"
"Lysimachia maritima","Volume 8","Lysimachia maritima"
"Lysimachia nummularia","Volume 8","Lysimachia nummularia"
"Lysimachia terrestris","Volume 8","Lysimachia terrestris"
"Lysimachia thyrsiflora","Volume 8","Lysimachia thyrsiflora"
"Lysimachia vulgaris","Volume 8","Lysimachia vulgaris"
"Maianthemum canadense","Volume 26","Maianthemum canadense"
"Maianthemum racemosum subsp. racemosum","Volume 26","Maianthemum racemosum subsp. racemosum"
"Maianthemum stellatum","Volume 26","Maianthemum stellatum"
"Maianthemum trifolium","Volume 26","Maianthemum trifolium"
"Malaxis monophyllos var. brachypoda","Volume 26","Malaxis monophyllos var. brachypoda"
"Malaxis unifolia","Volume 26","Malaxis unifolia"
"Malus pumila","Volume 9","Malus pumila"
"Malva moschata","Volume 6","Malva moschata"
"Malva neglecta","Volume 6","Malva neglecta"
"Malva parviflora","Volume 6","Malva parviflora"
"Malva pusilla","Volume 6","Malva pusilla"
"Malva verticillata","Volume 6","Malva verticillata"
"Matricaria discoidea","Volume 19","Matricaria discoidea"
"Matteuccia struthiopteris","Volume 2","Matteuccia struthiopteris"
"Matteuccia struthiopteris var. pensylvanica","Volume 2","Matteuccia struthiopteris var. pensylvanica"
"Medeola virginiana","Volume 26","Medeola virginiana"
"Melampyrum lineare","Volume 17","Melampyrum lineare"
"Mimulus ringens","Volume 17","Mimulus ringens"
"Mimulus ringens var. ringens","Volume 17","Mimulus ringens var. ringens"
"Mitella nuda","Volume 8","Mitella nuda"
"Mnium hornum","Volume 28","Mnium hornum"
"Mnium lycopodioides","Volume 28","Mnium lycopodioides"
"Mnium spinulosum","Volume 28","Mnium spinulosum"
"Moehringia lateriflora","Volume 5","Moehringia lateriflora"
"Moneses uniflora","Volume 8","Moneses uniflora"
"Monotropa hypopitys","Volume 8","Monotropa hypopitys"
"Monotropa uniflora","Volume 8","Monotropa uniflora"
"Montia fontana","Volume 4","Montia fontana"
"Muhlenbergia","Volume 25","Muhlenbergia"
"Muhlenbergia diversiglumis","Volume 25","Muhlenbergia diversiglumis"
"Muhlenbergia glabrifloris","Volume 25","Muhlenbergia glabrifloris"
"Muhlenbergia glomerata","Volume 25","Muhlenbergia glomerata"
"Muhlenbergia sericea","Volume 25","Muhlenbergia sericea"
"Myrica gale","Volume 3","Myrica gale"
"Myrica pensylvanica","Volume 3","Myrica pensylvanica"
"Najas flexilis","Volume 22","Najas flexilis"
"Nasturtium microphyllum","Volume 7","Nasturtium microphyllum"
"Nasturtium officinale","Volume 7","Nasturtium officinale"
"Nuphar variegata","Volume 3","Nuphar variegata"
"Nuttallanthus canadensis","Volume 17","Nuttallanthus canadensis"
"Nymphaea odorata","Volume 3","Nymphaea odorata"
"Nymphaea odorata subsp. odorata","Volume 3","Nymphaea odorata subsp. odorata"
"Oclemena acuminata","Volume 20","Oclemena acuminata"
"Oclemena nemoralis","Volume 20","Oclemena nemoralis"
"Oclemena ×blakei","Volume 20","Oclemena ×blakei"
"Odontites vulgaris","Volume 17","Odontites vulgaris"
"Omalotheca sylvatica","Volume 19","Omalotheca sylvatica"
"Oncophorus wahlenbergii","Volume 27","Oncophorus wahlenbergii"
"Onoclea sensibilis","Volume 2","Onoclea sensibilis"
"Orobanche uniflora","Volume 17","Orobanche uniflora"
"Orobanche uniflora subsp. uniflora","Volume 17","Orobanche uniflora subsp. uniflora"
"Orthilia secunda","Volume 8","Orthilia secunda"
"Orthotrichum elegans","Volume 28","Orthotrichum elegans"
"Orthotrichum obtusifolium","Volume 28","Orthotrichum obtusifolium"
"Orthotrichum sordidum","Volume 28","Orthotrichum sordidum"
"Orthotrichum speciosum","Volume 28","Orthotrichum speciosum"
"Oryzopsis","Volume 24","Oryzopsis"
"Oryzopsis asperifolia","Volume 24","Oryzopsis asperifolia"
"Osmunda cinnamomea","Volume 2","Osmunda cinnamomea"
"Osmunda claytoniana","Volume 2","Osmunda claytoniana"
"Osmunda regalis","Volume 2","Osmunda regalis"
"Osmunda regalis var. spectabilis","Volume 2","Osmunda regalis var. spectabilis"
"Ostrya virginiana","Volume 3","Ostrya virginiana"
"Oxalis corniculata","Volume 12","Oxalis corniculata"
"Oxalis dillenii","Volume 12","Oxalis dillenii"
"Oxalis montana","Volume 12","Oxalis montana"
"Oxalis stricta","Volume 12","Oxalis stricta"
"Packera aurea","Volume 20","Packera aurea"
"Packera paupercula","Volume 20","Packera paupercula"
"Packera schweinitziana","Volume 20","Packera schweinitziana"
"Panicum","Volume 25","Panicum"
"Panicum capillare","Volume 25","Panicum capillare"
"Panicum capillare subsp. capillare","Volume 25","Panicum capillare subsp. capillare"
"Panicum capillare subsp. hillmanii","Volume 25","Panicum capillare subsp. hillmanii"
"Panicum gymnocarpon","Volume 25","Panicum gymnocarpon"
"Panicum miliaceum","Volume 25","Panicum miliaceum"
"Panicum miliaceum subsp. miliaceum","Volume 25","Panicum miliaceum subsp. miliaceum"
"Panicum miliaceum subsp. ruderale","Volume 25","Panicum miliaceum subsp. ruderale"
"Panicum plenum","Volume 25","Panicum plenum"
"Panicum sect. Agrostoidea","Volume 25","Panicum sect. Agrostoidea"
"Panicum sect. Antidotalia","Volume 25","Panicum sect. Antidotalia"
"Panicum sect. Bulbosa","Volume 25","Panicum sect. Bulbosa"
"Panicum sect. Dichotomiflora","Volume 25","Panicum sect. Dichotomiflora"
"Panicum sect. Hemitonia","Volume 25","Panicum sect. Hemitonia"
"Panicum sect. Monticola","Volume 25","Panicum sect. Monticola"
"Panicum sect. Obtusa","Volume 25","Panicum sect. Obtusa"
"Panicum sect. Panicum","Volume 25","Panicum sect. Panicum"
"Panicum sect. Phanopyrum","Volume 25","Panicum sect. Phanopyrum"
"Panicum sect. Repentia","Volume 25","Panicum sect. Repentia"
"Panicum sect. Tenera","Volume 25","Panicum sect. Tenera"
"Panicum sect. Urvilleana","Volume 25","Panicum sect. Urvilleana"
"Panicum sect. Verrucosa","Volume 25","Panicum sect. Verrucosa"
"Panicum subg. Agrostoidea","Volume 25","Panicum subg. Agrostoidea"
"Panicum subg. Panicum","Volume 25","Panicum subg. Panicum"
"Panicum subg. Phanopyrum","Volume 25","Panicum subg. Phanopyrum"
"Paraleucobryum longifolium","Volume 27","Paraleucobryum longifolium"
"Parnassia parviflora","Volume 12","Parnassia parviflora"
"Parthenocissus quinquefolia","Volume 12","Parthenocissus quinquefolia"
"Persicaria amphibia","Volume 5","Persicaria amphibia"
"Persicaria arifolia","Volume 5","Persicaria arifolia"
"Persicaria hydropiper","Volume 5","Persicaria hydropiper"
"Persicaria lapathifolia","Volume 5","Persicaria lapathifolia"
"Persicaria maculosa","Volume 5","Persicaria maculosa"
"Persicaria punctata","Volume 5","Persicaria punctata"
"Persicaria sagittata","Volume 5","Persicaria sagittata"
"Petasites frigidus","Volume 20","Petasites frigidus"
"Petasites frigidus var. palmatus","Volume 20","Petasites frigidus var. palmatus"
"Phalaris","Volume 24","Phalaris"
"Phalaris arundinacea","Volume 24","Phalaris arundinacea"
"Phalaris canariensis","Volume 24","Phalaris canariensis"
"Phegopteris connectilis","Volume 2","Phegopteris connectilis"
"Phleum","Volume 24","Phleum"
"Phleum phleoides","Volume 24","Phleum phleoides"
"Phleum pratense","Volume 24","Phleum pratense"
"Phragmites","Volume 25","Phragmites"
"Phragmites australis","Volume 25","Phragmites australis"
"Picea glauca","Volume 2","Picea glauca"
"Picea mariana","Volume 2","Picea mariana"
"Picea rubens","Volume 2","Picea rubens"
"Pilea pumila","Volume 3","Pilea pumila"
"Pinus banksiana","Volume 2","Pinus banksiana"
"Pinus resinosa","Volume 2","Pinus resinosa"
"Pinus strobus","Volume 2","Pinus strobus"
"Plagiomnium ciliare","Volume 28","Plagiomnium ciliare"
"Plagiomnium cuspidatum","Volume 28","Plagiomnium cuspidatum"
"Plagiomnium medium","Volume 28","Plagiomnium medium"
"Plagiomnium rostratum","Volume 28","Plagiomnium rostratum"
"Plagiopus oederianus","Volume 28","Plagiopus oederianus"
"Plagiothecium cavifolium","Volume 28","Plagiothecium cavifolium"
"Plagiothecium denticulatum","Volume 28","Plagiothecium denticulatum"
"Plagiothecium laetum","Volume 28","Plagiothecium laetum"
"Plantago lanceolata","Volume 17","Plantago lanceolata"
"Plantago major","Volume 17","Plantago major"
"Plantago maritima","Volume 17","Plantago maritima"
"Platanthera aquilonis","Volume 26","Platanthera aquilonis"
"Platanthera blephariglottis var. blephariglottis","Volume 26","Platanthera blephariglottis var. blephariglottis"
"Platanthera clavellata","Volume 26","Platanthera clavellata"
"Platanthera dilatata var. dilatata","Volume 26","Platanthera dilatata var. dilatata"
